1      194 1 1 EPZG BABIMOST
100   60.05   2   0 0.00 0 2 0 06   52.13370622  015.78204805    0.00    0.00 2  0 0 0 24   52.14332578  015.81505595    0.00    0.00 2  0 0 0
21   52.13490148  015.78436921  2  64.59   3.00 06  PAPI-4L
21   52.14213117  015.81273338  2 244.61   3.00 24  PAPI-4L
10   52.13730400  015.77939300 xxx  62.44   365 0.0 0.0   248 101101  2 0 0 0.00 0
10   52.14122600  015.79657400 xxx  64.40  8217 0.0 0.0    39 161161  2 0 0 0.00 0
10   52.13411100  015.78198600 xxx 127.37   164 0.0 0.0    65 161161  2 0 0 0.00 0
10   52.13561200  015.78065800 xxx 154.61  1129 0.0 0.0    59 161161  2 0 0 0.00 0
10   52.13705200  015.78762400 xxx 333.92   985 0.0 0.0    33 161161  2 0 0 0.00 0
10   52.13924600  015.79513900 xxx 144.73  1002 0.0 0.0    33 101101  2 0 0 0.00 0
10   52.14256200  015.80641400 xxx 164.93  1000 0.0 0.0    33 161161  2 0 0 0.00 0
10   52.14500400  015.81387100 xxx 335.97   830 0.0 0.0   115 161161  2 0 0 0.00 0
10   52.14368500  015.81444800 xxx 192.49   307 0.0 0.0   108 161161  2 0 0 0.00 0
10   52.14360200  015.81464500 xxx 335.44   108 0.0 0.0    58 101101  2 0 0 0.00 0
10   52.13406500  015.78186700 xxx 153.50   109 0.0 0.0    49 101101  2 0 0 0.00 0
10   52.13676300  015.77995800 xxx 149.05   277 0.0 0.0    71 101101  2 0 0 0.00 0
10   52.14311000  015.80179100 xxx  63.76   340 0.0 0.0   243 101101  2 0 0 0.00 0
10   52.14550600  015.80983700 xxx  64.43  1878 0.0 0.0   278 101101  2 0 0 0.00 0
10   52.14536700  015.81418500 xxx 155.68   217 0.0 0.0   129 101101  2 0 0 0.00 0
10   52.13541800  015.78042000 xxx 154.45   219 0.0 0.0   126 101101  2 0 0 0.00 0
14   52.14443400  015.80182300  100 0 Tower
15   52.13713300  015.77880000 154.00 Aircraft stand 1
15   52.13750000  015.78000000 154.00 Aircraft stand 2
18   52.14022500  015.79722600 0 BCN
19   52.13578300  015.78293600 1 WS
19   52.14428800  015.81195800 1 WS
54 11875 TWR
