1      235 1 1 EPBY SZWEDEROWO
100   60.05   2   0 0.00 0 2 0 08   53.09524724  017.95918777    0.00    0.00 3  7 0 0 26   53.09835876  017.99615223    0.00    0.00 3  3 0 0
100   99.97   3   1 0.00 0 0 0 12   53.10535869  017.95588214    0.00    0.00 0  0 0 0 30   53.10243331  017.96432186    0.00    0.00 0  0 0 0
100   99.97   3   0 0.00 0 0 0 08L  53.10649404  017.95631754    0.00    0.00 0  0 0 0 26R  53.10700396  017.96602646    0.00    0.00 0  0 0 0
100   99.97   3   1 0.00 0 0 0 03   53.10247052  017.96103563    0.00    0.00 0  0 0 0 21   53.10706948  017.96545837    0.00    0.00 0  0 0 0
21   53.09596119  017.96204752  2  82.01   3.00 08  PAPI-4L
21   53.09753674  017.99199472  2 262.04   3.00 26  PAPI-4L
10   53.09473700  017.99671400 xxx  82.76   452 0.0 0.0   288 101101  2 0 0 0.00 0
10   53.09715200  017.95862400 xxx 173.81   496 0.0 0.0   130 101101  2 0 0 0.00 0
10   53.09602300  017.95933200 xxx 148.07   465 0.0 0.0   147 101101  1 0 0 0.00 0
10   53.09665200  017.95914100 xxx 353.84   871 0.0 0.0    67 101101  1 0 0 0.00 0
10   53.09114100  017.96776300 xxx   7.88   870 0.0 0.0   275 101101  2 0 0 0.00 0
10   53.09646000  017.99717200 xxx 173.23   510 0.0 0.0   100 101101  2 0 0 0.00 0
10   53.09289800  017.95986600 xxx 175.70   206 0.0 0.0    60 101101  1 0 0 0.00 0
10   53.09669000  017.99633000 xxx 173.64   710 0.0 0.0    79 161161  1 0 0 0.00 0
10   53.09543100  017.99658000 xxx 171.67   235 0.0 0.0    79 161161  2 0 0 0.00 0
10   53.09429700  017.97866000 xxx  82.00  7907 0.0 0.0    59 161161  1 0 0 0.00 0
10   53.09622900  017.98735900 xxx 172.99   870 0.0 0.0    59 161161  1 0 0 0.00 0
10   53.09466200  017.96849700 xxx 353.62   855 0.0 0.0    59 161161  1 0 0 0.00 0
10   53.09408900  017.95966400 xxx 353.84   684 0.0 0.0    59 161161  1 0 0 0.00 0
10   53.09770800  017.99609700 xxx 332.54    69 0.0 0.0    79 161161  1 0 0 0.00 0
10   53.09794000  017.99571600 xxx 308.63   201 0.0 0.0    79 161161  1 0 0 0.00 0
10   53.09644100  017.99676500 xxx 173.23   503 0.0 0.0   125 101101  1 0 0 0.00 0
10   53.09758400  017.99639800 xxx 142.63   493 0.0 0.0   103 101101  1 0 0 0.00 0
10   53.09722700  017.99646600 xxx 173.03   146 0.0 0.0   108 101101  1 0 0 0.00 0
10   53.09563800  017.99627300 xxx 126.32   148 0.0 0.0    65 161161  2 0 0 0.00 0
10   53.09594400  017.99620500 xxx 216.33   163 0.0 0.0    84 161161  1 0 0 0.00 0
10   53.09567900  017.99677000 xxx 214.62   154 0.0 0.0    69 101101  2 0 0 0.00 0
10   53.09283800  017.96061200 xxx 288.66   140 0.0 0.0    59 161161  1 0 0 0.00 0
10   53.09304200  017.96008000 xxx 313.29   173 0.0 0.0    59 161161  1 0 0 0.00 0
10   53.09274000  017.96034200 xxx  82.49   229 0.0 0.0    59 101101  1 0 0 0.00 0
10   53.09290700  017.96004700 xxx 174.84   104 0.0 0.0    90 101101  1 0 0 0.00 0
10   53.09280900  017.96858500 xxx 186.31   441 0.0 0.0    59 161161  1 0 0 0.00 0
10   53.09269100  017.96709200 xxx 150.79   455 0.0 0.0    77 161161  2 0 0 0.00 0
14   53.09402300  017.99666800  100 0 Tower
15   53.09498300  017.99725000 289.83 Aircraft stand 1
15   53.09453300  017.99725000 309.95 Aircraft stand 2
15   53.09443300  017.99631700  36.08 Aircraft stand 3
15   53.09490000  017.99623300 113.53 Aircraft stand 4
18   53.10233000  017.97405400 0 BCN
19   53.10574400  017.97008400 1 Windsock
19   53.09686700  017.99432500 1 Windsock
54 13100 BYDGOSZCZ TWR
