1      171 1 0 BIKF KEFLAVIK NAS
100   60.05   1   0 0.25 1 2 0 11   63.98503900 -022.65500600   13.11   78.94 3  1 1 0 29   63.98504200 -022.59238900   13.11   65.23 3  5 0 0
100   60.05   1   0 0.25 1 2 0 02   63.96448100 -022.60545300    5.79  142.65 3  0 0 0 20   63.99187800 -022.60543300    5.79    0.00 3  1 1 0
21   63.96708378 -022.60651781  2   0.02   3.00 02  PAPI-4L
21   63.98550893 -022.64833240  2  89.97   3.00 11  PAPI-4L
21   63.98913921 -022.60436744  2 180.02   3.00 20  PAPI-4L
21   63.98457495 -022.59905667  2 270.02   3.00 29  PAPI-4L
10   63.98339460 -022.65502930 xxx 360.00  4300 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.98914340 -022.63218690 xxx  90.00  7400 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.97734830 -022.63033490 xxx 106.00  8230 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.97858810 -022.60968780 xxx 360.00 10000 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.97635270 -022.59206580 xxx  21.00  3117 0.0 0.0   800 101101  2 0 0 0.25 0
10   63.99217610 -022.61326220 xxx  90.00  4600 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.98276520 -022.65146060 xxx 105.00  1171 0.0 0.0   400 101101  2 0 0 0.25 0
10   63.99285130 -022.62735180 xxx 360.00   400 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.97793200 -022.64031030 xxx  16.00   400 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.99285510 -022.62188720 xxx 360.00   400 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.96531680 -022.60763740 xxx  90.00   600 0.0 0.0   300 161161  2 0 0 0.25 0
10   63.97726440 -022.65213580 xxx 106.00  1050 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.97362140 -022.60190010 xxx 111.00  1106 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.99087140 -022.59608650 xxx 135.00  1420 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.98442840 -022.64701840 xxx  50.74  1485 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.98333360 -022.59151460 xxx 162.37  1800 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.98759840 -022.60557170 xxx 135.00  1900 0.0 0.0   230 161161  2 0 0 0.25 0
10   63.97684480 -022.64493750 xxx 106.00  1358 0.0 0.0   800 101101  2 0 0 0.25 0
10   63.99502940 -022.62459950 xxx 360.00  1200 0.0 0.0  1000 101101  2 0 0 0.25 0
10   63.97502520 -022.59854130 xxx  21.00  1486 0.0 0.0   800 101101  2 0 0 0.25 0
10   63.98901750 -022.62960050 xxx  16.54  2500 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.98140340 -022.58644870 xxx  90.00  1685 0.0 0.0  1200 101101  2 0 0 0.25 0
10   63.98773570 -022.59304620 xxx 360.00  1360 0.0 0.0   120 161161  2 0 0 0.25 0
10   63.98350140 -022.61041450 xxx  45.00  6942 0.0 0.0   150 101101  2 0 0 0.25 0
18   63.98693715 -022.62370176 4 BCN
19   63.96394089 -022.60729689 1 WS
19   63.98584786 -022.65623912 1 WS
19   63.99241811 -022.60358723 1 WS
19   63.98423261 -022.59115769 1 WS
50 12830 ATIS
53 12190 GND
54 11830 TWR
54 13190 AIR GND
55 11930 APP
56 11930 DEP
