1     1570 0 0 97Y  Genoa Municipal
100   24.08   3   0 0.25 0 0 0 11   41.40624665 -097.71356534    0.00    0.00 0  0 0 0 29   41.40250200 -097.70584300    0.00    0.00 0  0 0 0
110   2 1.00   0.00 New Taxiway 6
111  41.40411361 -097.71427832 
111  41.40411427 -097.71420203 
111  41.40477065 -097.71420547 
111  41.40491147 -097.71416532 
111  41.40491501 -097.71403309 
111  41.40491324 -097.71392210 
111  41.40491412 -097.71388550 
111  41.40519752 -097.71389476 
111  41.40520271 -097.71415579 
111  41.40534922 -097.71415752 
111  41.40598767 -097.71356877 
112  41.40601277 -097.71350393  41.40601748 -097.71346419 
111  41.40603160 -097.71337424 
111  41.40614613 -097.71336588 
111  41.40611475 -097.71356459 
111  41.40540142 -097.71424142 
111  41.40492892 -097.71425532 
111  41.40478727 -097.71428046 
111  41.40473279 -097.71427913 
111  41.40463946 -097.71428046 
111  41.40458497 -097.71427913 
111  41.40450202 -097.71428046 
111  41.40444753 -097.71427913 
111  41.40435939 -097.71428046 
111  41.40430491 -097.71427913 
111  41.40421742 -097.71427979 
113  41.40416293 -097.71427846 
110   2 1.00   0.00 New Taxiway 3
111  41.40473529 -097.71450773 
111  41.40473479 -097.71445108 
111  41.40469929 -097.71445041 
111  41.40469779 -097.71437177 
111  41.40473379 -097.71437110 
111  41.40473279 -097.71427913 
111  41.40476028 -097.71423581 
111  41.40478727 -097.71428046 
111  41.40478777 -097.71437043 
111  41.40482527 -097.71436977 
111  41.40482577 -097.71444974 
111  41.40478827 -097.71445041 
113  41.40478777 -097.71450639 
110   2 1.00   0.00 New Taxiway 3
111  41.40458747 -097.71450773 
111  41.40458697 -097.71445108 
111  41.40455148 -097.71445041 
111  41.40454998 -097.71437177 
111  41.40458597 -097.71437110 
111  41.40458497 -097.71427913 
111  41.40461247 -097.71423581 
111  41.40463946 -097.71428046 
111  41.40463996 -097.71437043 
111  41.40467745 -097.71436977 
111  41.40467795 -097.71444974 
111  41.40464046 -097.71445041 
113  41.40463996 -097.71450639 
110   2 1.00   0.00 New Taxiway 3
111  41.40445003 -097.71450773 
111  41.40444953 -097.71445108 
111  41.40441404 -097.71445041 
111  41.40441254 -097.71437177 
111  41.40444853 -097.71437110 
111  41.40444753 -097.71427913 
111  41.40447503 -097.71423581 
111  41.40450202 -097.71428046 
111  41.40450252 -097.71437043 
111  41.40454001 -097.71436977 
111  41.40454051 -097.71444974 
111  41.40450302 -097.71445041 
113  41.40450252 -097.71450639 
110   2 1.00   0.00 New Taxiway 3
111  41.40430740 -097.71450773 
111  41.40430691 -097.71445108 
111  41.40427141 -097.71445041 
111  41.40426991 -097.71437177 
111  41.40430591 -097.71437110 
111  41.40430491 -097.71427913 
111  41.40433240 -097.71423581 
111  41.40435939 -097.71428046 
111  41.40435989 -097.71437043 
111  41.40439739 -097.71436977 
111  41.40439789 -097.71444974 
111  41.40436039 -097.71445041 
113  41.40435989 -097.71450639 
110   2 1.00   0.00 New Taxiway 3
111  41.40416543 -097.71450706 
111  41.40416493 -097.71445041 
111  41.40412944 -097.71444974 
111  41.40412794 -097.71437110 
111  41.40416393 -097.71437043 
111  41.40416293 -097.71427846 
111  41.40419043 -097.71423514 
111  41.40421742 -097.71427979 
111  41.40421792 -097.71436977 
111  41.40425542 -097.71436910 
111  41.40425592 -097.71444908 
111  41.40421842 -097.71444974 
113  41.40421792 -097.71450573 
110   1 1.00   0.00 New Taxiway 4
111  41.40493830 -097.71403713 
111  41.40482882 -097.71403310 
111  41.40482640 -097.71392020 
113  41.40493165 -097.71392020 
120 Linear Feature 5
111  41.40596106 -097.71371159   4 
115  41.40592019 -097.71363131 
14   41.40517664 -097.71430149    6 0 New Tower Viewpoint 2
15   41.40509496 -097.71392983 270.78 New Ramp Start 1
19   41.40399342 -097.71444593 0 New Windsock 3
