1    114 0 0 EHBD Budel
10  51.255762    5.603407 03R  29.970  1984 0000.0000 0000.0000   98 111111 03 0 1 0.25 0 0300.0300 
10  51.256152    5.601948 03x  30.016  3911 0164.0443 0000.0000   75 121322 01 0 2 0.25 1 0300.0300 
10  51.261017    5.605043 xxx 235.415    61 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.261056    5.605247 xxx 270.637    63 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.260930    5.605696 xxx 121.013   187 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.252093    5.596766 xxx   6.720    53 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.251984    5.596805 xxx 149.534    56 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.251773    5.597204 xxx 125.408   203 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.256566    5.600865 xxx  30.155  3730 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.258056    5.601715 xxx 304.655   190 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.258919    5.601179 xxx 216.836   329 0000.0000 0000.0000   68 111111 02 0 0 0.25 0 
10  51.257614    5.600052 xxx 307.116   233 0000.0000 0000.0000  162 111111 02 0 0 0.25 0 
10  51.253550    5.600634 xxx 119.970   390 0000.0000 0000.0000   50 111111 03 0 0 0.25 0 
10  51.258371    5.605073 xxx 119.970   390 0000.0000 0000.0000   50 111111 03 0 0 0.25 0 
10  51.257085    5.600706 xxx 127.225   239 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.258614    5.601883 xxx 124.787   331 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.256588    5.600666 xxx  34.866   274 0000.0000 0000.0000   85 111111 02 0 0 0.25 0 
10  51.258318    5.601831 xxx  34.796   162 0000.0000 0000.0000  125 111111 02 0 0 0.25 0 
10  51.251696    5.597578 xxx  82.092    69 0000.0000 0000.0000   37 111111 01 0 0 0.25 0 
10  51.254054    5.599219 xxx 299.479   242 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.254261    5.598877 xxx 163.592    78 0000.0000 0000.0000   29 111111 01 0 0 0.25 0 
10  51.258885    5.603670 xxx 299.651   231 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.258974    5.603212 xxx 252.048    56 0000.0000 0000.0000   25 111111 01 0 0 0.25 0 
10  51.260742    5.605971 xxx 168.899    64 0000.0000 0000.0000   40 111111 01 0 0 0.25 0 
10  51.256825    5.601785 xxx 119.379   242 0000.0000 0000.0000   35 111111 01 0 0 0.25 0 
10  51.257792    5.600858 xxx  34.796   427 0000.0000 0000.0000   80 111111 02 0 0 0.25 0 
10  51.254137    5.598757 xxx 257.232    61 0000.0000 0000.0000   29 111111 01 0 0 0.25 0 
10  51.256915    5.601327 xxx 259.388    52 0000.0000 0000.0000   29 111111 01 0 0 0.25 0 
10  51.257041    5.601420 xxx 352.166    55 0000.0000 0000.0000   29 111111 01 0 0 0.25 0 
10  51.256974    5.601099 xxx  88.275    58 0000.0000 0000.0000   29 111111 01 0 0 0.25 0 
10  51.258046    5.601898 xxx 161.939    34 0000.0000 0000.0000   15 111111 02 0 0 0.25 0 
10  51.258383    5.602261 xxx  81.889    33 0000.0000 0000.0000   18 111111 02 0 0 0.25 0 
10  51.257869    5.601953 xxx 165.381    54 0000.0000 0000.0000   25 111111 01 0 0 0.25 0 
10  51.257981    5.602054 xxx  79.917    47 0000.0000 0000.0000   25 111111 01 0 0 0.25 0 
10  51.258321    5.602387 xxx 173.603    42 0000.0000 0000.0000   21 111111 01 0 0 0.25 0 
10  51.258430    5.602493 xxx  70.107    41 0000.0000 0000.0000   25 111111 01 0 0 0.25 0 
10  51.259086    5.603304 xxx 168.146    43 0000.0000 0000.0000   24 111111 01 0 0 0.25 0 
14  51.256690    5.600510 152 0 Tower
19  51.255250    5.599220 1 Windsock
51 122150 Budel Radio
