1     26 1 0 KTPA TAMPA INTL
10  27.978417  -82.541842 19R 181.720 11031 0000.0000 0000.0000  150 353355 02 0 3 0.25 0 0300.0300 
10  27.975720  -82.528603 19L 181.720  8322 0000.0000 0000.0000  150 352341 01 0 3 0.25 0 0300.0300 
10  27.970539  -82.525249 10x  91.750  6980 0000.0000 0000.0000  150 351331 01 0 2 0.25 0 0300.0300 
10  27.986518  -82.527103 xxx 141.071   493 0000.0000 0000.0000  120 161161 02 0 0 0.25 0 
10  27.976289  -82.520266 xxx 180.893  1083 0000.0000 0000.0000  509 111111 02 0 0 0.25 0 
10  27.973364  -82.520508 xxx  90.619   435 0000.0000 0000.0000  364 111111 02 0 0 0.25 0 
10  27.968357  -82.516208 xxx 272.615   575 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  27.968792  -82.516941 xxx 182.224   395 0000.0000 0000.0000  100 161161 02 0 0 0.25 0 
10  27.966009  -82.526520 xxx 181.500  1350 0000.0000 0000.0000  380 111111 02 0 0 0.25 0 
10  27.968221  -82.523063 xxx  91.191  2581 0000.0000 0000.0000  310 111111 02 0 0 0.25 0 
10  27.964411  -82.528671 xxx  91.500  1100 0000.0000 0000.0000  150 161161 02 0 0 0.25 0 
10  27.970127  -82.522217 xxx 181.500  1080 0000.0000 0000.0000  120 161161 02 0 0 0.25 0 
10  27.976400  -82.525826 xxx 181.500   705 0000.0000 0000.0000  450 111111 02 0 0 0.25 0 
10  27.965094  -82.528526 xxx  91.670  1000 0000.0000 0000.0000  120 161161 02 0 0 0.25 0 
10  27.967644  -82.524612 xxx  91.500   860 0000.0000 0000.0000  150 111111 02 0 0 0.25 0 
10  27.986955  -82.528479 xxx  91.261   657 0000.0000 0000.0000  150 161161 02 0 0 0.25 0 
10  27.979424  -82.541122 xxx 181.500   400 0000.0000 0000.0000  320 111111 02 0 0 0.25 0 
10  27.978395  -82.540520 xxx 181.500 11002 0000.0000 0000.0000  120 161161 02 0 0 0.25 0 
10  27.975826  -82.529793 xxx 181.500  8260 0000.0000 0000.0000  120 161161 02 0 0 0.25 0 
10  27.976988  -82.526844 xxx 181.335  9312 0000.0000 0000.0000  120 161161 02 0 0 0.25 0 
