1    850 0 0 79C  Brennand
10  44.159386  -88.561828 18x 180.000  2450 0000.0000 0000.0000   20 121121 01 0 2 0.25 0 0300.0300 
10  44.159526  -88.562564 xxx 359.943  1293 0000.0000 0000.0000   42 111111 01 0 0 0.25 0 
10  44.162018  -88.562539 xxx   0.000   676 0000.0000 0000.0000   30 111111 01 0 0 0.25 0 
10  44.162671  -88.562174 xxx  90.000   164 0000.0000 0000.0000   32 111111 01 0 0 0.25 0 
10  44.160525  -88.562038 xxx 359.999  1536 0000.0000 0000.0000   90 111111 03 0 0 0.25 0 
10  44.158391  -88.562390 xxx 270.000   276 0000.0000 0000.0000   25 111111 01 0 0 0.25 0 
10  44.157787  -88.562521 xxx  90.000   348 0000.0000 0000.0000   25 111111 01 0 0 0.25 0 
10  44.157888  -88.562679 xxx 359.906   345 0000.0000 0000.0000   30 111111 01 0 0 0.25 0 
10  44.157468  -88.562942 xxx  90.000   112 0000.0000 0000.0000   37 111111 01 0 0 0.25 0 
10  44.158075  -88.563041 xxx 270.000   164 0000.0000 0000.0000   85 111111 01 0 0 0.25 0 
10  44.158087  -88.562184 xxx   0.000   197 0000.0000 0000.0000  171 111111 03 0 0 0.25 0 
10  44.156988  -88.562161 xxx   0.316   575 0000.0000 0000.0000  157 111111 03 0 0 0.25 0 
10  44.156116  -88.561971 xxx   0.000    60 0000.0000 0000.0000   57 111111 01 0 0 0.25 0 
10  44.159388  -88.561742 xxx 360.000  2448 0000.0000 0000.0000   25 111111 03 0 0 0.25 0 
14  44.157883  -88.562381 100 0 Tower
19  44.162541  -88.561591 0 WS
19  44.156384  -88.561994 0 WS
