1     10 1 0 SADF San Fernando
10 -34.454006  -58.590149 05x  44.429  5910 0000.0870 0000.0000  120 121121 01 0 2 0.00 0 0300.0300 
10 -34.460237  -58.596308 xxx 132.160   443 0000.0000 0000.0000   80 161161 01 0 0 0.00 0 
10 -34.457551  -58.592428 xxx 148.659   741 0000.0000 0000.0000   80 161161 01 0 0 0.00 0 
10 -34.450957  -58.581351 xxx 148.199  2215 0000.0000 0000.0000   80 161161 01 0 0 0.00 0 
10 -34.456860  -58.587771 xxx  63.625  5625 0000.0000 0000.0000   80 161161 01 0 0 0.00 0 
10 -34.460270  -58.595032 xxx  61.713   581 0000.0000 0000.0000   45 161161 01 0 0 0.25 0 
10 -34.460129  -58.593864 xxx 126.640   300 0000.0000 0000.0000   45 161161 01 0 0 0.25 0 
10 -34.457235  -58.585859 xxx  63.868  5166 0000.0000 0000.0000   45 161161 01 0 0 0.25 0 
10 -34.453974  -58.578180 xxx   7.471   129 0000.0000 0000.0000   45 161161 01 0 0 0.25 0 
10 -34.453639  -58.578252 xxx 337.421   160 0000.0000 0000.0000   45 161161 01 0 0 0.25 0 
10 -34.453482  -58.578242 xxx  25.481    77 0000.0000 0000.0000   45 111111 01 0 0 0.25 0 
10 -34.453223  -58.577921 xxx  54.545   351 0000.0000 0000.0000   45 161161 01 0 0 0.25 0 
10 -34.450787  -58.578943 xxx 331.330  1840 0000.0000 0000.0000   45 161161 01 0 0 0.25 0 
10 -34.460224  -58.596006 xxx 270.903   169 0000.0000 0000.0000   98 111111 01 0 0 0.25 0 
10 -34.448352  -58.583377 xxx 224.114   122 0000.0000 0000.0000  168 111111 02 0 0 0.25 0 
14 -34.455885  -58.583209 82.00 0 New Tower Viewpoint 3
18 -34.453909  -58.584771 1 BCN
19 -34.459746  -58.597816 1 WS
19 -34.449008  -58.583411 1 WS
53 12165 San Fernando GND
54 11900 San Fernando TWR AUX
54 12070 San Fernando TWR
