1     72 1 1 SADL LA PLATA
10 -34.969262  -57.893111 02x  13.920  4717 0000.0000 4042.0500  148 321321 01 2 3 0.25 1 0300.0300 
10 -34.974500  -57.897157 14x 138.870  3947 0000.0000 0150.1258   80 111111 01 0 2 0.25 0 0300.0300 
10 -34.967498  -57.894810 xxx  13.907  5352 0000.0000 0000.0000   74 161161 01 0 0 0.25 0 
10 -34.961074  -57.891350 xxx 142.544   646 0000.0000 0000.0000   74 161161 01 0 0 0.25 0 
10 -34.965604  -57.893171 xxx 117.155   590 0000.0000 0000.0000   74 161161 01 0 0 0.25 0 
10 -34.960405  -57.892302 xxx  85.087   230 0000.0000 0000.0000   74 161161 01 0 0 0.25 0 
10 -34.985687  -57.899090 xxx 310.664   526 0000.0000 0000.0000   74 161161 01 0 0 0.25 0 
10 -34.979769  -57.898444 xxx  13.430  3763 0000.0000 0000.0000   74 161161 01 0 0 0.25 0 
10 -34.984995  -57.899815 xxx 164.723   205 0000.0000 0000.0000   74 161161 01 0 0 0.25 0 
10 -34.964244  -57.894480 xxx 193.838   752 0000.0000 0000.0000  299 111111 04 0 0 0.25 0 
10 -34.959291  -57.893529 xxx 136.402   735 0000.0000 0000.0000  298 111111 03 0 0 0.25 0 
10 -34.959048  -57.892619 xxx 312.785   342 0000.0000 0000.0000   65 111111 03 0 0 0.25 0 
10 -34.958548  -57.892951 xxx  43.451   336 0000.0000 0000.0000   65 111111 03 0 0 0.25 0 
10 -34.960103  -57.892427 xxx  38.297   259 0000.0000 0000.0000   64 111111 03 0 0 0.25 0 
10 -34.959596  -57.892203 xxx 355.871   215 0000.0000 0000.0000   57 111111 03 0 0 0.25 0 
14 -34.960233  -57.893552 100.00 1 Tower
19 -34.976507  -57.896361 1 WS
19 -34.970065  -57.901386 1 WS
19 -34.962733  -57.890371 1 WS
19 -34.978935  -57.892928 1 WS
55 11930 APP/TWR
