1     32 1 0 SAZV Villa Gesell
10 -37.235384  -57.029327 11x 102.389  5794 0340.0250 0180.0000   92 321321 01 0 2 0.25 1 0300.0300 
10 -37.236910  -57.019970 xxx 282.624   237 0000.0000 0000.0000  148 161161 01 0 0 0.25 0 
10 -37.235871  -57.021402 xxx 194.000   583 0000.0000 0000.0000   75 161161 01 0 0 0.35 0 
10 -37.235754  -57.022817 xxx  55.269   682 0000.0000 0000.0000   92 161161 01 0 0 0.35 0 
10 -37.235076  -57.021459 xxx 194.000   212 0000.0000 0000.0000  249 111111 02 0 0 0.25 0 
10 -37.233530  -57.039312 xxx 191.031   166 0000.0000 0000.0000  193 161161 02 0 0 0.35 0 
10 -37.236237  -57.021166 xxx  67.850   624 0000.0000 0000.0000   49 161161 01 0 0 0.25 0 
10 -37.234713  -57.019250 xxx 185.308   108 0000.0000 0000.0000  120 161161 02 0 0 0.25 0 
10 -37.234181  -57.021228 xxx 103.034   273 0000.0000 0000.0000  115 161161 02 0 0 0.25 0 
10 -37.235500  -57.020109 xxx  11.355  1004 0000.0000 0000.0000  587 111111 04 0 0 0.25 0 
14 -37.234632  -57.020912 100.00 1 Gesell Tower
18 -37.236075  -57.022202 1 Light beacon
19 -37.234111  -57.039573 1 Windsock
19 -37.237588  -57.019337 1 Windsock
54 11900 GESELL TWR/APP
