1     25 0 0 KVUO PEARSON FLD
10  45.620454 -122.656491 08x  98.220  3263 0000.0762 0000.0000   60 231331 01 0 1 0.25 0 0300.0300 
10  45.623723 -122.656683 xxx  91.176    55 0000.0000 0000.0000   50 111111 02 0 0 0.25 0 
10  45.623984 -122.656733 xxx  89.971    95 0000.0000 0000.0000   76 111111 02 0 0 0.25 0 
10  45.623734 -122.657181 xxx 152.177    22 0000.0000 0000.0000   17 111111 01 0 0 0.25 0 
10  45.623724 -122.656990 xxx  90.919   103 0000.0000 0000.0000   22 111111 01 0 0 0.25 0 
10  45.622431 -122.655909 xxx 190.672    72 0000.0000 0000.0000   45 111111 01 0 0 0.25 0 
10  45.623988 -122.658070 xxx  90.770   342 0000.0000 0000.0000   70 111111 01 0 0 0.25 0 
10  45.623836 -122.658842 xxx 242.178   193 0000.0000 0000.0000   24 111111 01 0 0 0.25 0 
10  45.623111 -122.659213 xxx   3.610   461 0000.0000 0000.0000   24 111111 01 0 0 0.25 0 
10  45.622056 -122.656879 xxx 167.647    61 0000.0000 0000.0000   12 111111 01 0 0 0.25 0 
10  45.622224 -122.656954 xxx 158.535    77 0000.0000 0000.0000   12 111111 01 0 0 0.25 0 
10  45.621694 -122.656903 xxx   6.973   211 0000.0000 0000.0000   14 111111 01 0 0 0.25 0 
10  45.622483 -122.657159 xxx 147.202   145 0000.0000 0000.0000   12 111111 01 0 0 0.25 0 
10  45.622793 -122.651515 xxx 180.921   228 0000.0000 0000.0000   22 111111 01 0 0 0.25 0 
10  45.621867 -122.651573 xxx   1.547   479 0000.0000 0000.0000   26 111111 01 0 0 0.25 0 
10  45.622526 -122.652396 xxx  92.866   429 0000.0000 0000.0000   20 111111 01 0 0 0.25 0 
10  45.622107 -122.653336 xxx   2.743   369 0000.0000 0000.0000   48 111111 01 0 0 0.25 0 
10  45.621463 -122.653635 xxx 184.333   132 0000.0000 0000.0000  168 111111 01 0 0 0.25 0 
10  45.622138 -122.651720 xxx 272.125   866 0000.0000 0000.0000   20 111111 01 0 0 0.25 0 
10  45.621845 -122.651719 xxx  92.510   874 0000.0000 0000.0000   20 111111 01 0 0 0.25 0 
10  45.621538 -122.651964 xxx  92.403   960 0000.0000 0000.0000   20 111111 01 0 0 0.25 0 
10  45.621441 -122.654817 xxx 273.323   761 0000.0000 0000.0000   75 111111 01 0 0 0.25 0 
10  45.621947 -122.656069 xxx  21.387   435 0000.0000 0000.0000   26 111111 01 0 0 0.25 0 
10  45.622642 -122.656705 xxx  92.526   385 0000.0000 0000.0000   21 111111 01 0 0 0.25 0 
10  45.622487 -122.657880 xxx  70.635    62 0000.0000 0000.0000   20 111111 01 0 0 0.25 0 
10  45.622592 -122.657621 xxx 235.502   107 0000.0000 0000.0000   20 111111 01 0 0 0.25 0 
10  45.622464 -122.658691 xxx  90.243   364 0000.0000 0000.0000   20 111111 01 0 0 0.25 0 
