1      37 1 0 LFEQ Quiberon
10  47.481414 -003.099338 11x 110.02   2620  491.0164    0.0000   81 111111 01 0 2 0.25 0 0300.0300
10  47.481729 -003.102357 xxx 201.79    249    0.0000    0.0000   25 111111 02 0 0 0.25 0 0000.0000
10  47.482589 -003.103691 xxx 110.02    108    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.481259 -003.102241 xxx 110.02    613    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.480917 -003.102459 xxx 135.12    613    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.480642 -003.101299 xxx  20.02    351    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.480772 -003.101686 xxx 110.02    213    0.0000    0.0000  194 111111 02 0 0 0.25 0 0000.0000
10  47.481068 -003.102329 xxx 111.02    239    0.0000    0.0000  109 111111 02 0 0 0.25 0 0000.0000
10  47.482622 -003.103881 xxx  77.02     42    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.482632 -003.103868 xxx  20.02     42    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.482533 -003.103518 xxx 143.02     42    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.482545 -003.103519 xxx  20.02     42    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.480456 -003.094937 xxx 110.02    108    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.480489 -003.095127 xxx  77.02     42    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.480498 -003.095113 xxx  20.02     42    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.480400 -003.094763 xxx 143.02     42    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.480412 -003.094765 xxx  20.02     42    0.0000    0.0000   89 111111 02 0 0 0.25 0 0000.0000
10  47.481992 -003.102280 xxx 342.00     72    0.0000    0.0000   33 111111 02 0 0 0.25 0 0000.0000
10  47.481446 -003.102442 xxx 342.00     72    0.0000    0.0000   33 111111 02 0 0 0.25 0 0000.0000
10  47.481963 -003.102133 xxx  66.00     72    0.0000    0.0000   33 111111 02 0 0 0.25 0 0000.0000
10  47.481492 -003.102560 xxx  66.00     72    0.0000    0.0000   33 111111 02 0 0 0.25 0 0000.0000
14  47.480495 -003.101742   0.00 0 Tower Viewpoint
15  47.481275 -003.102320 200.94 GA Ramp 6
19  47.481597 -003.101919 1 Windsock
50 11960 Quiberon FSS
51 11960 Quiberon MULTICOM
54 11960 Quiberon TWR
