1    1350 0 1 NY89 Fairbank Farms
10  42.077597 -079.393200 09x 141.15   2500    0.0000    0.0000  125 111111 03 0 1 0.4 0 0300.0300
10  42.077881 -079.393086 15x 141.15   2800    0.0000    0.0000   50 121121 01 0 2 0.25 0 0300.0300
10  42.080854 -079.393001 09x 101.00   1700    0.0000    0.0000   50 111111 13 0 1 0.25 0 0300.0300
10  42.080717 -079.394951 xxx  46.00    350    0.0000    0.0000   40 111111 13 0 0 0.25 0 0000.0000
10  42.080421 -079.389615 xxx  87.94    180    0.0000    0.0000   50 111111 13 0 0 0.25 0 0000.0000
10  42.080606 -079.395257 xxx 318.23     50    0.0000    0.0000   30 111111 13 0 0 0.25 0 0000.0000
10  42.081323 -079.395873 xxx 301.74     50    0.0000    0.0000   30 111111 13 0 0 0.25 0 0000.0000
10  42.081327 -079.395986 xxx 182.75     50    0.0000    0.0000   30 111111 13 0 0 0.25 0 0000.0000
10  42.081316 -079.396044 xxx 152.32     50    0.0000    0.0000   30 111111 13 0 0 0.25 0 0000.0000
10  42.081299 -079.396124 xxx 215.05     30    0.0000    0.0000   30 111111 13 0 0 0.25 0 0000.0000
10  42.081206 -079.396170 xxx 194.00     53    0.0000    0.0000   30 111111 13 0 0 0.25 0 0000.0000
10  42.081199 -079.395897 xxx  67.85     50    0.0000    0.0000   30 111111 13 0 0 0.25 0 0000.0000
10  42.081182 -079.396149 xxx  22.26     43    0.0000    0.0000   30 111111 13 0 0 0.25 0 0000.0000
10  42.081245 -079.396047 xxx 194.00     53    0.0000    0.0000   30 111111 13 0 0 0.25 0 0000.0000
10  42.081173 -079.396083 xxx 357.01     43    0.0000    0.0000   30 111111 13 0 0 0.25 0 0000.0000
10  42.081187 -079.396001 xxx 338.62     43    0.0000    0.0000   30 111111 13 0 0 0.25 0 0000.0000
10  42.080658 -079.396281 xxx 141.15     55    0.0000    0.0000   40 111111 01 0 0 0.25 0 0000.0000
10  42.080461 -079.396049 xxx 141.15     55    0.0000    0.0000   40 111111 01 0 0 0.25 0 0000.0000
10  42.080751 -079.396322 xxx 183.06     52    0.0000    0.0000   40 111111 01 0 0 0.25 0 0000.0000
19  42.079220 -079.394192 1 WS
19  42.080972 -079.395986 1 WS
