1     394 0 1 LFEB Dinan Trevilan
10  48.443843 -002.101615 25x 251.00   2540    0.0000    0.0090   98 111111 02 0 1 0.25 0 0300.0300
10  48.444304 -002.103686 xxx 247.00    450    0.0000    0.0000   80 111111 03 0 0 0.25 0 0000.0000
10  48.444445 -002.103956 xxx 247.00    370    0.0000    0.0000   66 111111 03 0 0 0.25 0 0000.0000
10  48.445399 -002.098545 xxx 259.76    690    0.0000    0.0000   30 111111 02 0 0 0.25 0 0000.0000
10  48.444762 -002.100409 xxx  33.40    450    0.0000    0.0000   21 111111 02 0 0 0.25 0 0000.0000
10  48.444176 -002.100947 xxx  15.26     60    0.0000    0.0000   20 111111 02 0 0 0.25 0 0000.0000
10  48.445158 -002.096782 xxx 345.10    240    0.0000    0.0000   30 111111 02 0 0 0.25 0 0000.0000
10  48.445551 -002.097100 xxx 289.82     40    0.0000    0.0000   30 111111 02 0 0 0.25 0 0000.0000
10  48.445508 -002.096961 xxx 299.91     40    0.0000    0.0000   30 111111 02 0 0 0.25 0 0000.0000
10  48.445455 -002.096891 xxx 167.15     40    0.0000    0.0000   25 111111 02 0 0 0.25 0 0000.0000
10  48.445616 -002.099415 xxx 211.42    260    0.0000    0.0000   66 111111 02 0 0 0.25 0 0000.0000
10  48.445260 -002.101165 xxx 270.13    600    0.0000    0.0000   25 111111 02 0 0 0.25 0 0000.0000
10  48.445205 -002.100073 xxx 329.43     40    0.0000    0.0000   40 111111 02 0 0 0.25 0 0000.0000
10  48.445161 -002.100173 xxx 147.47     80    0.0000    0.0000   20 111111 02 0 0 0.25 0 0000.0000
10  48.445334 -002.102936 xxx 236.48    230    0.0000    0.0000  100 111111 02 0 0 0.25 0 0000.0000
10  48.445171 -002.102717 xxx 235.62    250    0.0000    0.0000   60 111111 02 0 0 0.25 0 0000.0000
10  48.445223 -002.102373 xxx 254.18    100    0.0000    0.0000   25 111111 02 0 0 0.25 0 0000.0000
10  48.445011 -002.103768 xxx 326.41    100    0.0000    0.0000   66 111111 02 0 0 0.25 0 0000.0000
10  48.444975 -002.103403 xxx 241.39    200    0.0000    0.0000   15 111111 02 0 0 0.25 0 0000.0000
10  48.444760 -002.103544 xxx 151.94     90    0.0000    0.0000   66 111111 03 0 0 0.25 0 0000.0000
10  48.445982 -002.101022 xxx 263.17    145    0.0000    0.0000   70 111111 02 0 0 0.25 0 0000.0000
10  48.445846 -002.100953 xxx 172.23     40    0.0000    0.0000   15 111111 02 0 0 0.25 0 0000.0000
10  48.445797 -002.100737 xxx 261.98    350    0.0000    0.0000   15 111111 02 0 0 0.25 0 0000.0000
10  48.445654 -002.101797 xxx 250.63    240    0.0000    0.0000   15 111111 02 0 0 0.25 0 0000.0000
10  48.445783 -002.102523 xxx 353.14     60    0.0000    0.0000   66 111111 02 0 0 0.25 0 0000.0000
10  48.445776 -002.102191 xxx  82.77    100    0.0000    0.0000   35 111111 02 0 0 0.25 0 0000.0000
10  48.445460 -002.102431 xxx 246.68    100    0.0000    0.0000   40 111111 02 0 0 0.25 0 0000.0000
