1     723 0 1 LHSY SZOMBATHELY
10  47.280149  016.627129 34x 156.50   6660    0.0000    0.0000  500 111111 03 0 1 0.25 0 0300.0300
10  47.283838  016.620103 xxx 337.00   3700    0.0000    0.0000  150 111111 04 0 0 0.25 0 0000.0000
10  47.284666  016.626195 xxx 104.00    600    0.0000    0.0000  300 111111 03 0 0 0.25 0 0000.0000
10  47.277849  016.630678 xxx 339.00   5330    0.0000    0.0000  400 111111 03 0 0 0.25 0 0000.0000
10  47.275111  016.625733 xxx 336.50   3300    0.0000    0.0000  200 111111 03 0 0 0.25 0 0000.0000
10  47.276905  016.624107 xxx 338.00   1200    0.0000    0.0000  200 111111 03 0 0 0.25 0 0000.0000
10  47.277127  016.623282 xxx 338.00    900    0.0000    0.0000  130 111111 03 0 0 0.25 0 0000.0000
10  47.270946  016.628567 xxx 128.00   1050    0.0000    0.0000  200 111111 03 0 0 0.25 0 0000.0000
10  47.288507  016.620490 xxx  72.50   1450    0.0000    0.0000  500 111111 03 0 0 0.25 0 0000.0000
10  47.273113  016.626298 xxx 340.00   1100    0.0000    0.0000  200 111111 03 0 0 0.25 0 0000.0000
10  47.279897  016.624586 xxx 336.50   7000    0.0000    0.0000  750 111111 03 0 0 0.25 0 0000.0000
10  47.271093  016.632284 xxx  68.70   1400    0.0000    0.0000  450 111111 03 0 0 0.25 0 0000.0000
10  47.280830  016.628159 xxx 336.50   7000    0.0000    0.0000  230 111111 03 0 0 0.25 0 0000.0000
10  47.287549  016.624669 xxx 340.00   1800    0.0000    0.0000  230 111111 04 0 0 0.25 0 0000.0000
10  47.285107  016.626894 xxx 104.00    500    0.0000    0.0000  150 111111 04 0 0 0.25 0 0000.0000
10  47.282769  016.628865 xxx 339.00   1790    0.0000    0.0000  200 111111 04 0 0 0.25 0 0000.0000
10  47.272650  016.636886 xxx 246.50    150    0.0000    0.0000  150 111111 04 0 0 0.25 0 0000.0000
14  47.276393  016.623900  66.50 0 Tower Viewpoint
15  47.272697  016.631881 160.00 16 Startup Location
15  47.287655  016.622344 340.00 34 Startup Location
19  47.272262  016.633818 1 WS
19  47.270890  016.628945 1 WS
19  47.287537  016.618266 1 WS
19  47.288906  016.623270 1 WS
54 11970 INFO
