1      83 1 0 EGLL London Heathrow
10  51.477573 -000.461443 09L  89.67 12798 1004.0000 0000.0069   164 158158  1 0 3 0.25 0 0300.0300
10  51.464863 -000.460512 09R  89.69 12007 1007.0000 0000.0069   164 158158  1 0 3 0.25 0 0300.0300
10  51.462467 -000.450840 H1x   0.00    98 0000.0000 0000.0000    98 111111  1 0 2 0.25 0 0300.0300
10  51.465392 -000.434530 xxx   0.00   623 0.0 0.0   144 161161  1 0 0 0.25 0 
10  51.473773 -000.437406 xxx   0.00   780 0.0 0.0   105 161161  2 0 0 0.25 0 
10  51.466467 -000.446028 xxx  41.50  6123 0.0 0.0   177 161161  1 0 0 0.25 0 
10  51.464935 -000.455213 xxx  89.98  9575 0.0 0.0   289 111111  1 0 0 0.25 0 
10  51.477589 -000.453775 xxx  89.63  9299 0.0 0.0   315 111111  1 0 0 0.25 0 
10  51.464928 -000.481168 xxx  89.98  2505 0.0 0.0   289 111111  1 0 0 0.25 0 
10  51.476383 -000.490172 xxx 140.00   200 0.0 0.0   100 161161  2 0 0 0.25 0 
10  51.473361 -000.480162 xxx   0.00   689 0.0 0.0   380 111111  4 0 0 0.25 0 
10  51.466612 -000.448173 xxx 312.00   328 0.0 0.0   138 161161  2 0 0 0.25 0 
10  51.471750 -000.479441 xxx  90.00   702 0.0 0.0   538 111111  4 0 0 0.25 0 
10  51.466577 -000.448837 xxx  45.00   328 0.0 0.0    66 161161  2 0 0 0.25 0 
10  51.466367 -000.449790 xxx  90.00   249 0.0 0.0   125 161161  2 0 0 0.25 0 
10  51.462872 -000.451902 xxx  41.50  1765 0.0 0.0   164 161161  1 0 0 0.25 0 
10  51.461127 -000.454104 xxx 321.00   466 0.0 0.0   217 161161  1 0 0 0.25 0 
10  51.461884 -000.455304 xxx 333.00   328 0.0 0.0    72 161161  1 0 0 0.25 0 
10  51.466331 -000.450388 xxx 307.10   197 0.0 0.0    66 161161  2 0 0 0.25 0 
10  51.462141 -000.453394 xxx  54.00   328 0.0 0.0    66 161161  1 0 0 0.25 0 
10  51.462042 -000.454055 xxx 270.00   328 0.0 0.0    66 161161  1 0 0 0.25 0 
10  51.461782 -000.454361 xxx 270.00   348 0.0 0.0   230 161161  1 0 0 0.25 0 
