1     124 1 1 EPGZ GIZYCKO AEROCLUB
10  54.056909  021.732650 02x  90.00   3937    0.0000    0.0000  656 141141 03 0 3 0.25 0 0300.0300
10  54.055596  021.723644 xxx   0.00    328    0.0000    0.0000   66 111111 04 0 0 0.25 0 0000.0000
10  54.055141  021.723654 xxx  63.00     66    0.0000    0.0000   52 111111 04 0 0 0.25 0 0000.0000
10  54.055048  021.723769 xxx  38.22     66    0.0000    0.0000   52 111111 05 0 0 0.25 0 0000.0000
10  54.054990  021.723954 xxx  17.67     66    0.0000    0.0000   52 111111 04 0 0 0.25 0 0000.0000
10  54.054960  021.732593 xxx  90.00   3707    0.0000    0.0000   66 111111 04 0 0 0.25 0 0000.0000
10  54.055553  021.741614 xxx   0.00    328    0.0000    0.0000   66 111111 04 0 0 0.25 0 0000.0000
10  54.054973  021.741332 xxx 349.67     66    0.0000    0.0000   52 111111 04 0 0 0.25 0 0000.0000
10  54.055006  021.741503 xxx 142.85     66    0.0000    0.0000   52 111111 05 0 0 0.25 0 0000.0000
10  54.055065  021.741589 xxx 296.12     66    0.0000    0.0000   52 111111 04 0 0 0.25 0 0000.0000
10  54.053976  021.727781 xxx  90.00   1640    0.0000    0.0000  656 111111 05 0 0 0.25 0 0000.0000
10  54.055511  021.731583 xxx   0.00    361    0.0000    0.0000   66 111111 04 0 0 0.25 0 0000.0000
10  54.055087  021.731727 xxx 322.64     66    0.0000    0.0000   52 111111 04 0 0 0.25 0 0000.0000
10  54.055099  021.731394 xxx  39.85     66    0.0000    0.0000   52 111111 04 0 0 0.25 0 0000.0000
14  54.053308  021.729778   0.00 1 Tower Viewpoint
15  54.054155  021.724654  90.00 stage 1
18  54.055680  021.730500 1 Light beacon
