1     775 0 1 ED03 Pohlheim Viehheide
10  50.532260  008.734399 08x  83.00   3150    0.0000    0.0000   98 111111 01 0 2 0.25 0 0300.0300
10  50.532196  008.727674 xxx 172.60    243    0.0000    0.0000   39 111111 02 0 0 0.25 0 0000.0000
10  50.532686  008.735901 xxx 263.00   2402    0.0000    0.0000   26 111111 02 0 0 0.25 0 0000.0000
10  50.532367  008.728851 xxx 273.70    906    0.0000    0.0000   26 111111 02 0 0 0.25 0 0000.0000
10  50.533090  008.740779 xxx 353.10    138    0.0000    0.0000  131 111111 02 0 0 0.25 0 0000.0000
10  50.532610  008.727621 xxx 359.70    121    0.0000    0.0000  131 111111 02 0 0 0.25 0 0000.0000
10  50.533123  008.740332 xxx  46.50    112    0.0000    0.0000   26 111111 02 0 0 0.25 0 0000.0000
10  50.532364  008.727749 xxx  43.90     46    0.0000    0.0000   33 111111 02 0 0 0.25 0 0000.0000
10  50.532364  008.727516 xxx 312.00     66    0.0000    0.0000   26 111111 02 0 0 0.25 0 0000.0000
10  50.532609  008.727271 xxx 359.60    121    0.0000    0.0000   33 111111 02 0 0 0.25 0 0000.0000
10  50.532419  008.735625 xxx 358.00    380    0.0000    0.0000   13 111111 02 0 0 0.25 0 0000.0000
14  50.532637  008.728282  20.00 1 Tower Viewpoint
18  50.532964  008.734728 1 Light beacon
19  50.531218  008.728202 1 Windsock
19  50.532174  008.740760 1 Windsock
