1      17 1 1 KCWF CHENNAULT INTL
10  30.210594 -093.143195 15x 154.45  10701    0.0000  765.0200  200 32X331 02 0 3 0.25 0 0300.0300
10  30.210616 -093.145962 xxx 154.45  11466    0.0000    0.0000   75 161161 02 0 0 0.25 0 0000.0000
10  30.225179 -093.152681 xxx 244.45    635    0.0000    0.0000   75 161161 02 0 0 0.25 0 0000.0000
10  30.221872 -093.150636 xxx 270.00    500    0.0000    0.0000   75 161161 02 0 0 0.25 0 0000.0000
10  30.221773 -093.151695 xxx 244.45    150    0.0000    0.0000   75 161161 02 0 0 0.25 0 0000.0000
10  30.215106 -093.147167 xxx 244.45    630    0.0000    0.0000   75 161161 02 0 0 0.25 0 0000.0000
10  30.196923 -093.137154 xxx 244.45    630    0.0000    0.0000   75 161161 02 0 0 0.25 0 0000.0000
10  30.213346 -093.149450 xxx 154.45   3700    0.0000    0.0000 1080 111111 02 0 0 0.25 0 0000.0000
10  30.196562 -093.137360 xxx  64.54    570    0.0000    0.0000  250 111111 02 0 0 0.25 0 0000.0000
10  30.197255 -093.136455 xxx  38.00    328    0.0000    0.0000  100 111111 02 0 0 0.25 0 0000.0000
10  30.197240 -093.136284 xxx 244.45    100    0.0000    0.0000   50 111111 02 0 0 0.25 0 0000.0000
10  30.196677 -093.138103 xxx 290.00    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.225453 -093.151952 xxx  92.00    200    0.0000    0.0000   90 111111 02 0 0 0.25 0 0000.0000
10  30.224821 -093.153547 xxx  64.45    100    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.224799 -093.153350 xxx  35.00    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.225550 -093.152332 xxx 300.00    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.225317 -093.152884 xxx 245.00    380    0.0000    0.0000   90 111111 02 0 0 0.25 0 0000.0000
10  30.209294 -093.145448 xxx 289.45    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.214819 -093.148051 xxx 289.45    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.214688 -093.147980 xxx 199.45    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.215523 -093.146348 xxx 199.45    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.224797 -093.153461 xxx   3.50    360    0.0000    0.0000   82 111111 02 0 0 0.25 0 0000.0000
10  30.215392 -093.146275 xxx 289.45    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.221605 -093.151525 xxx  46.00    280    0.0000    0.0000  100 111111 02 0 0 0.25 0 0000.0000
10  30.221755 -093.151743 xxx  90.00    220    0.0000    0.0000  160 111111 02 0 0 0.25 0 0000.0000
10  30.218595 -093.150529 xxx 199.45    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.221872 -093.149789 xxx  90.00     75    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.221808 -093.149687 xxx 120.00    100    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.205361 -093.141806 xxx 244.45    630    0.0000    0.0000   75 161161 02 0 0 0.25 0 0000.0000
10  30.205075 -093.142696 xxx 289.45    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.204944 -093.142622 xxx 199.45    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.205781 -093.140988 xxx 199.45    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
10  30.205650 -093.140915 xxx 289.45    150    0.0000    0.0000   75 111111 02 0 0 0.25 0 0000.0000
14  30.213544 -093.151927   0.00 0 Tower Viewpoint
15  30.217386 -093.151201  64.45 Ramp 1
15  30.216143 -093.150565  64.45 Ramp 2
18  30.213397 -093.152278 1 BCN
19  30.222894 -093.150986 1 WS
19  30.197624 -093.137026 1 WS
50 12000 AWOS 3
51 12420 CTAF
51 12295 UNICOM
53 12165 GND
54 12420 TWR
55 11980 LAKE CHARLES APP/DEP
