1     5877 1 0 OAKB Kabul Intl
100   49.99   1   0 0.25 0 2 0 11   34.57051454  069.19431164    0.00   49.07 3  6 0 0 29   34.56116946  069.23052429    0.00   57.91 3  1 0 0
102 H1   34.56238550  069.21712368   4.65   28.04   28.04   2 2   0 0.25 1
102 H2   34.56245525  069.21626431   3.75   28.04   28.04   2 2   0 0.25 1
102 H3   34.56072977  069.21612490   4.94   49.99   49.99   2 2   0 0.25 1
21   34.57120771  069.19482645  1 107.40   3.50 xxx VASI
21   34.56396159  069.22348431  3 287.40   0.00 xxx PAPI-4R
110   1 0.25 107.40 Taxiway A
111  34.57051441  069.19431363 
112  34.57037496  069.19408091  34.57035731  069.19406731 
111  34.57034161  069.19406976 102 
112  34.57027346  069.19406251  34.57022836  069.19404686 
111  34.57027346  069.19406251 102 
111  34.56904353  069.19362022 
111  34.56893606  069.19404801 102 
111  34.57007643  069.19446854 
112  34.57007643  069.19446854  34.57009899  069.19447897 102 
112  34.57013227  069.19452414  34.57014838  069.19455805 102 
112  34.57015997  069.19461465  34.57016642  069.19464856 102 
112  34.57016814  069.19473666  34.57016385  069.19477708 
111  34.57016814  069.19473666 
111  34.57017196  069.19483832 
113  34.57026568  069.19527336 
110   1 0.25 107.40 Taxiway C
111  34.56851203  069.20206674 
111  34.56820670  069.20233911 
112  34.56820670  069.20233911  34.56818598  069.20237545 102 
112  34.56815108  069.20241283  34.56813266  069.20243240 102 
112  34.56809276  069.20246731  34.56807435  069.20248128 102 
112  34.56803008  069.20251927  34.56800936  069.20253045 102 
112  34.56796279  069.20256034  34.56793977  069.20256873 102 
112  34.56789550  069.20258758  34.56787018  069.20259317 102 
112  34.56781913  069.20259539  34.56779381  069.20259539 102 
112  34.56773390  069.20258715  34.56770628  069.20258156 102 
112  34.56766213  069.20256536  34.56762990  069.20255138 
111  34.56766213  069.20256536 102 
111  34.56645545  069.20208599 102 
111  34.56638368  069.20205331 
112  34.56638368  069.20205331  34.56636167  069.20203231 102 
112  34.56633096  069.20199176  34.56631839  069.20197076 102 
112  34.56629822  069.20192285  34.56628564  069.20189230 102 
112  34.56627894  069.20184086  34.56627579  069.20181986 102 
112  34.56627812  069.20175915  34.56628598  069.20171715 
111  34.56627812  069.20175915 
111  34.56630533  069.20166400 
111  34.56635228  069.20151402 
111  34.56619079  069.20144865 
111  34.56577362  069.20279959 
111  34.56591277  069.20286890 
111  34.56599791  069.20263073 
112  34.56599791  069.20263073  34.56600789  069.20260308 102 
112  34.56603249  069.20255518  34.56604507  069.20253417 102 
112  34.56609399  069.20248436  34.56612462  069.20246053 102 
112  34.56616317  069.20244852  34.56618203  069.20244470 102 
112  34.56621771  069.20244552  34.56624205  069.20245183 
111  34.56621771  069.20244552 102 
111  34.56764867  069.20297391 
112  34.56764867  069.20297391  34.56768320  069.20298789 102 
112  34.56773838  069.20301734  34.56776140  069.20303132 102 
112  34.56781694  069.20308830  34.56783536  069.20311626 102 
112  34.56786664  069.20318635  34.56788045  069.20323108 102 
112  34.56789125  069.20328985  34.56789586  069.20332340 
111  34.56789125  069.20328985 
112  34.56789125  069.20328985  34.56789816  069.20332619 102 
112  34.56790241  069.20339350  34.56790241  069.20343263 102 
112  34.56790166  069.20352409  34.56789706  069.20357441 
111  34.56790166  069.20352409 
113  34.56811010  069.20363267 
110   1 0.25 107.40 Taxiway D
111  34.56681128  069.20866480 
111  34.56648356  069.20903640 
112  34.56648356  069.20903640  34.56646312  069.20907267 102 
112  34.56642812  069.20913353  34.56640139  069.20917363 102 
112  34.56636598  069.20921817  34.56634082  069.20924681 102 
112  34.56629227  069.20928686  34.56625611  069.20931550 102 
112  34.56620756  069.20934340  34.56616511  069.20937013 
111  34.56620756  069.20934340 102 
111  34.56495161  069.21016347 
112  34.56495161  069.21016347  34.56491783  069.21018540 102 
112  34.56487162  069.21021134  34.56483654  069.21023028 102 
112  34.56477649  069.21025748  34.56474141  069.21027026 102 
112  34.56468022  069.21028558  34.56464514  069.21029363 102 
112  34.56456624  069.21029876  34.56453245  069.21030224 102 
112  34.56446311  069.21029529  34.56442543  069.21028898 102 
112  34.56434913  069.21026893  34.56431144  069.21025473 
111  34.56434913  069.21026893 
111  34.56406688  069.21017665 
111  34.56401803  069.21036120 
111  34.56446311  069.21053257 
111  34.56491904  069.21069735 
112  34.56491904  069.21069735  34.56492871  069.21066996 
112  34.56495161  069.21064332  34.56496986  069.21062897 
112  34.56501131  069.21060507  34.56503601  069.21058943 
111  34.56501131  069.21060507 102 
111  34.56582005  069.21007779 
112  34.56582005  069.21007779  34.56585871  069.21006214 102 
112  34.56591990  069.21006996  34.56594890  069.21007779 102 
112  34.56600239  069.21011342  34.56602387  069.21013037 102 
112  34.56606753  069.21019251  34.56608041  069.21022120 102 
112  34.56610009  069.21030449  34.56610654  069.21034883 102 
112  34.56611241  069.21046576  34.56611026  069.21050488 
111  34.56611241  069.21046576 
113  34.56631735  069.21056962 
110   1 0.25 107.40 Taxiway E
111  34.56605902  069.21159435 
111  34.56576288  069.21181599 
112  34.56576288  069.21181599  34.56574957  069.21183539 102 
112  34.56571858  069.21187010  34.56570438  069.21188411 102 
112  34.56566964  069.21191423  34.56565367  069.21192608 102 
112  34.56561255  069.21194502  34.56559480  069.21195256 102 
112  34.56554819  069.21195556  34.56552778  069.21195449 102 
112  34.56548614  069.21193899  34.56546750  069.21193037 102 
112  34.56542904  069.21190432  34.56541484  069.21189247 102 
112  34.56538330  069.21185976  34.56536999  069.21184251 102 
112  34.56534341  069.21180141  34.56533187  069.21178309 102 
112  34.56530670  069.21173488  34.56529339  069.21170686 
111  34.56530670  069.21173488 102 
111  34.56495927  069.21091780 
112  34.56495927  069.21091780  34.56495040  069.21089820 102 
112  34.56493068  069.21084945  34.56492584  069.21083475 
111  34.56493068  069.21084945 
112  34.56493068  069.21084945  34.56492342  069.21082692 102 
112  34.56491688  069.21079101  34.56491446  069.21077141 102 
112  34.56491688  069.21073653  34.56491930  069.21071792 102 
112  34.56493480  069.21068505  34.56494368  069.21066840 102 
112  34.56497070  069.21063951  34.56498522  069.21062481 102 
112  34.56502779  069.21059200  34.56504715  069.21057828 
