1      813 1 0 LFSL Rosieres AB
100   45.11   2   0 0.00 1 1 0 04   48.77113118  005.97011798    0.00  274.93 1  0 1 0 22   48.78902318  005.98963198    0.00  274.93 1  0 1 0
110   2 0.00  35.75 Taxiway
112  48.78385118  005.98917200  48.78379018  005.98907200 
112  48.78382318  005.98892600  48.78386618  005.98886200 
111  48.78406518  005.98855900 
111  48.78400118  005.98846300 
112  48.78375518  005.98883700  48.78371218  005.98890100 
112  48.78357618  005.98882600  48.78349918  005.98875500 
112  48.78352318  005.98877700  48.78344618  005.98870600 
112  48.78342618  005.98853600  48.78343818  005.98844700 
111  48.78349718  005.98800700 
111  48.78340918  005.98798000 
112  48.78333918  005.98850200  48.78332718  005.98859100 
112  48.78318618  005.98863200  48.78309618  005.98862900 
112  48.78309218  005.98862800  48.78300218  005.98862500 
112  48.78294118  005.98849000  48.78293018  005.98840100 
111  48.78287818  005.98798000 
111  48.78278918  005.98800600 
112  48.78285218  005.98852000  48.78286318  005.98860900 
112  48.78275218  005.98875400  48.78267418  005.98882100 
112  48.78274418  005.98876100  48.78266618  005.98882800 
112  48.78256818  005.98875800  48.78252918  005.98868900 
111  48.78231718  005.98832400 
111  48.78225018  005.98841400 
112  48.78250018  005.98884700  48.78253918  005.98891600 
112  48.78247718  005.98911200  48.78242218  005.98922000 
112  48.78242718  005.98920800  48.78237218  005.98931600 
112  48.78225918  005.98933100  48.78220218  005.98930500 
111  48.78189018  005.98916600 
111  48.78186418  005.98929700 
112  48.78223418  005.98946200  48.78229118  005.98948800 
112  48.78233418  005.98970400  48.78234318  005.98983900 
112  48.78234518  005.98984700  48.78235418  005.98998200 
112  48.78226918  005.99006000  48.78220918  005.99006700 
111  48.78190818  005.99010200 
111  48.78191518  005.99023800 
112  48.78228918  005.99019400  48.78234918  005.99018700 
112  48.78243218  005.99037200  48.78246718  005.99049700 
112  48.78245018  005.99043200  48.78248518  005.99055700 
112  48.78243018  005.99070000  48.78238118  005.99075300 
111  48.78214918  005.99100900 
111  48.78220218  005.99111900 
112  48.78248018  005.99081300  48.78252918  005.99076000 
112  48.78264618  005.99088100  48.78270818  005.99098000 
112  48.78281318  005.99114400  48.78287518  005.99124300 
112  48.78283818  005.99138100  48.78279318  005.99144000 
111  48.78232218  005.99205600 
111  48.78238018  005.99215900 
112  48.78290018  005.99148000  48.78294518  005.99142100 
112  48.78306018  005.99154100  48.78312118  005.99164100 
112  48.78321718  005.99179500  48.78327818  005.99189500 
112  48.78324418  005.99203900  48.78320118  005.99210200 
111  48.78281418  005.99265500 
111  48.78287618  005.99275400 
112  48.78330518  005.99213900  48.78334818  005.99207600 
112  48.78346018  005.99219700  48.78352018  005.99229800 
112  48.78364318  005.99250400  48.78370318  005.99260500 
112  48.78367218  005.99275700  48.78363118  005.99282400 
111  48.78344418  005.99313400 
111  48.78351118  005.99322600 
112  48.78374118  005.99284500  48.78378218  005.99277800 
112  48.78391718  005.99285100  48.78399418  005.99292200 
112  48.78396518  005.99289500  48.78404218  005.99296600 
112  48.78405718  005.99313400  48.78404218  005.99322200 
111  48.78396418  005.99366200 
111  48.78405118  005.99369700 
112  48.78414318  005.99317600  48.78415818  005.99308800 
112  48.78430018  005.99306700  48.78438918  005.99308200 
112  48.78437718  005.99307900  48.78446618  005.99309400 
112  48.78452218  005.99323700  48.78452918  005.99332700 
111  48.78456418  005.99375900 
111  48.78465318  005.99374200 
112  48.78461018  005.99321100  48.78460318  005.99312100 
112  48.78471118  005.99296100  48.78478618  005.99288400 
112  48.78478218  005.99288800  48.78485718  005.99281100 
112  48.78495418  005.99287400  48.78499418  005.99294100 
111  48.78515718  005.99321200 
111  48.78522418  005.99312100 
112  48.78501818  005.99277700  48.78497818  005.99271000 
112  48.78502918  005.99250200  48.78507618  005.99238600 
112  48.78505018  005.99245000  48.78509718  005.99233400 
112  48.78520818  005.99231200  48.78526618  005.99233600 
111  48.78554818  005.99245200 
111  48.78557118  005.99232000 
112  48.78523218  005.99218100  48.78517418  005.99215700 
112  48.78514518  005.99194000  48.78514518  005.99180300 
112  48.78514518  005.99181400  48.78514518  005.99167700 
112  48.78519818  005.99159600  48.78523318  005.99158700 
111  48.78525018  005.99158200 
112  48.78631818  005.99146700  48.78640718  005.99145800 
112  48.78658118  005.99139400  48.78666718  005.99135500 
112  48.78702218  005.99119400  48.78710818  005.99115500 
112  48.78724318  005.99106100  48.78730418  005.99101200 
112  48.78751418  005.99101600  48.78763318  005.99103500 
112  48.78772118  005.99104900  48.78784018  005.99106800 
112  48.78801918  005.99087400  48.78809818  005.99073800 
112  48.78847018  005.99010100  48.78854918  005.98996500 
112  48.78875260  005.98979992  48.78888576  005.98977121 
112  48.78963104  005.99037880  48.78969204  005.99022180 
112  48.78908898  005.98922665  48.78904222  005.98906148 
111  48.78920918  005.98866500 
112  48.78969218  005.98768700  48.78976418  005.98754200 
112  48.78985518  005.98720900  48.78989218  005.98703600 
112  48.78986518  005.98716000  48.78990218  005.98698700 
112  48.79003518  005.98679300  48.79011218  005.98672200 
112  48.79006418  005.98676700  48.79014118  005.98669600 
112  48.79021918  005.98646500  48.79024618  005.98633500 
112  48.79044518  005.98537700  48.79047218  005.98524700 
112  48.79055818  005.98501000  48.79060718  005.98489500 
111  48.79113318  005.98366600 
112  48.79121218  005.98350000  48.79126518  005.98338900 
112  48.79140218  005.98345000  48.79147618  005.98352800 
112  48.79178818  005.98385800  48.79186218  005.98393600 
112  48.79184418  005.98408300  48.79180718  005.98415500 
111  48.79168418  005.98439400 
111  48.79175518  005.98447800 
112  48.79192218  005.98415400  48.79195918  005.98408200 
112  48.79209818  005.98413600  48.79217918  005.98419600 
112  48.79217618  005.98419300  48.79225718  005.98425300 
112  48.79228118  005.98441700  48.79227018  005.98450600 
111  48.79223318  005.98481100 
111  48.79232118  005.98483600 
112  48.79237018  005.98444100  48.79238118  005.98435200 
112  48.79252018  005.98428500  48.79260918  005.98427000 
112  48.79261118  005.98427000  48.79270018  005.98425500 
112  48.79277118  005.98437900  48.79278818  005.98446600 
111  48.79283918  005.98473000 
111  48.79292518  005.98469100 
112  48.79285418  005.98432900  48.79283718  005.98424200 
112  48.79292618  005.98405600  48.79299118  005.98396100 
112  48.79296218  005.98400400  48.79302718  005.98390900 
112  48.79313218  005.98394100  48.79318118  005.98399400 
111  48.79334518  005.98417200 
111  48.79339818  005.98406100 
112  48.79318218  005.98382700  48.79313318  005.98377400 
112  48.79315518  005.98355500  48.79318618  005.98342600 
112  48.79317418  005.98347300  48.79320518  005.98334400 
112  48.79331018  005.98327800  48.79337018  005.98327700 
111  48.79362718  005.98327200 
111  48.79362518  005.98313600 
112  48.79331618  005.98314200  48.79325618  005.98314300 
