1      584 1 0 LFPV Velizy
100   45.11   1   0 0.25 1 3 1 09   48.77412500  002.18927800    0.00  132.89 3  1 0 0 27   48.77460600  002.21393300    0.00    0.00 3  2 0 0
21   48.77461165  002.19363692  2  88.30   3.00 09  PAPI-4L
21   48.77461165  002.19363692  2  88.30   3.00 09  PAPI-4L
21   48.77412811  002.20997710  2 268.31   3.00 27  PAPI-4L
21   48.77412811  002.20997710  2 268.31   3.00 27  PAPI-4L
10   48.76819600  002.20426900 xxx 128.30  3743 0.0 0.0    70 161161  2 0 0 0.35 0
10   48.76762000  002.20709600 xxx 128.30  2400 0.0 0.0   230 161161  2 0 0 0.25 0
10   48.77275800  002.19385600 xxx 123.50  1870 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.77190400  002.20767800 xxx  61.50  1720 0.0 0.0   100 161161  2 0 0 0.25 0
10   48.77143500  002.20062400 xxx  88.30  1739 0.0 0.0    69 161161  2 0 0 0.35 0
10   48.77212900  002.20420500 xxx 241.50  1583 0.0 0.0    70 161161  2 0 0 0.35 0
10   48.77184300  002.20595400 xxx  61.70   967 0.0 0.0   300 161161  2 0 0 0.25 0
10   48.77316700  002.20906600 xxx  89.50   980 0.0 0.0    69 161161  2 0 0 0.25 0
10   48.77287700  002.19152900 xxx  86.70   912 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.77228200  002.20830600 xxx  62.00   700 0.0 0.0    80 161161  2 0 0 0.25 0
10   48.77368500  002.21175200 xxx  40.90   700 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.77122100  002.20336600 xxx  89.00   500 0.0 0.0   140 161161  2 0 0 0.25 0
10   48.77254500  002.20827600 xxx 180.00   209 0.0 0.0   410 161161  2 0 0 0.25 0
10   48.76964200  002.20262400 xxx  88.00   421 0.0 0.0   176 161161  2 0 0 0.25 0
10   48.77424600  002.21290400 xxx 268.30   484 0.0 0.0   110 161161  2 0 0 0.35 0
10   48.77344100  002.19004600 xxx 178.30   500 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.77008400  002.20147100 xxx 162.00   357 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.76979800  002.20153600 xxx 137.90   300 0.0 0.0   100 161161  2 0 0 0.25 0
10   48.77294500  002.18913600 xxx 110.90   291 0.0 0.0    71 161161  2 0 0 0.25 0
10   48.77395200  002.19170600 xxx  17.00   160 0.0 0.0   200 161161  2 0 0 0.25 0
10   48.77376900  002.18828600 xxx 196.80   264 0.0 0.0    70 161161  2 0 0 0.35 0
10   48.77083600  002.20131700 xxx   8.00   243 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.77328900  002.18838600 xxx 323.00   210 0.0 0.0    80 161161  2 0 0 0.25 0
10   48.77028700  002.20199500 xxx 162.00   212 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.76935600  002.20245600 xxx  24.00   160 0.0 0.0   121 161161  2 0 0 0.25 0
10   48.77272800  002.20950400 xxx  90.00   201 0.0 0.0    74 161161  2 0 0 0.25 0
10   48.76583900  002.20932600 xxx  38.30   200 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.76531200  002.21051100 xxx  36.20   200 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.76723900  002.20669600 xxx  38.30   200 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.77257900  002.20612600 xxx 150.00   200 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.76818800  002.20502600 xxx  38.30   200 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.77209500  002.20489600 xxx 150.00   200 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.76638000  002.20836600 xxx  38.30   200 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.77422000  002.21189600 xxx 143.00   190 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.77097300  002.20218800 xxx  61.69   176 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.77393300  002.19023600 xxx  46.00   150 0.0 0.0    80 161161  2 0 0 0.25 0
10   48.77193100  002.20501600 xxx 198.00   110 0.0 0.0   110 161161  2 0 0 0.25 0
10   48.77072900  002.20190300 xxx   7.00   150 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.77270100  002.20604600 xxx 197.00   110 0.0 0.0   110 161161  2 0 0 0.25 0
10   48.77225500  002.20476200 xxx 197.00   110 0.0 0.0   110 161161  2 0 0 0.25 0
10   48.77239600  002.20630600 xxx 197.00   110 0.0 0.0   110 161161  2 0 0 0.25 0
10   48.76993200  002.20227500 xxx 136.00   122 0.0 0.0    70 161161  2 0 0 0.25 0
10   48.77125500  002.19874600 xxx  20.00    90 0.0 0.0    90 161161  2 0 0 0.25 0
10   48.77133200  002.20230600 xxx  26.00    60 0.0 0.0   100 161161  2 0 0 0.25 0
14   48.77213700  002.20086000   40 0 ATC Tower
15   48.77133600  002.20470300  62.00 Military apron
18   48.77517700  002.20156900 1 BCN
19   48.77390400  002.21367000 1 WS
19   48.77455200  002.18776500 1 WS
53 12187 VILLA GND
54 12210 VILLA TWR
54 12895 VILLA TWR
54 12187 VILLA TWR
55 11942 VILLA APP/DEP
55 12080 VILLA APP/DEP
55 12330 VILLA APP/DEP
