1      508 1 0 KLRD Laredo Intl
100   45.72   2   0 0.25 0 3 1 17L  27.55636900 -099.45933300    0.00  302.36 2  0 0 0 35R  27.53373900 -099.46046900    0.00  304.19 2  0 0 0
100   45.72   1   0 0.25 0 3 1 17R  27.55398300 -099.46254400    0.00  153.31 3  8 0 0 35L  27.53246700 -099.46362500    0.00  297.49 2  0 0 0
100   45.72   2   0 0.25 0 2 1 14   27.54945300 -099.46673100    0.00  152.40 2  0 0 0 32   27.53573100 -099.45685000    0.00    0.00 2  0 0 0
21   27.54813877 -099.46528039  1 147.44   3.00 14  VASI
21   27.55455298 -099.45896837  2 182.55   3.00 17L PAPI-4L
21   27.55119295 -099.46225889  1 182.55   3.00 17R VASI
21   27.53704534 -099.45830033  1 327.45   3.00 32  VASI
21   27.53428183 -099.46395909  1   2.55   3.00 35L VASI
110   1 0.00 182.29 xxx
111  27.55622750 -099.45816937 
111  27.53457526 -099.45914592 
111  27.53456650 -099.45889863 
113  27.55621874 -099.45792208 
110   1 0.00 182.29 xxx
111  27.54919157 -099.46463873 
111  27.53219868 -099.46540511 
111  27.53218443 -099.46500327 
113  27.54917732 -099.46423689 
110   1 0.00  94.00 xxx
111  27.54886139 -099.46964050 
111  27.54780289 -099.45256756 
111  27.54815861 -099.45253950 
113  27.54921711 -099.46961244 
110   2 0.00 182.29 xxx
111  27.54320391 -099.46823462 
111  27.53607785 -099.46855600 
111  27.53601209 -099.46670138 
113  27.54313815 -099.46638000 
110   1 0.00 182.29 xxx
111  27.55058347 -099.46699504 
111  27.54373149 -099.46730408 
111  27.54372053 -099.46699496 
113  27.55057251 -099.46668592 
110   1 0.00  90.00 xxx
111  27.54111085 -099.46658993 
111  27.54111085 -099.45885607 
111  27.54138515 -099.45885607 
113  27.54138515 -099.46658993 
110   2 0.00 147.23 xxx
111  27.54756820 -099.46998957 
111  27.54295533 -099.46664056 
111  27.54310380 -099.46638043 
113  27.54771667 -099.46972944 
110   1 0.00  92.29 xxx
111  27.55625623 -099.46385675 
111  27.55604799 -099.45798290 
111  27.55626177 -099.45797325 
113  27.55647001 -099.46384710 
110   1 0.00  66.00 xxx
111  27.53218339 -099.46513010 
111  27.53408003 -099.46032608 
111  27.53433061 -099.46045190 
113  27.53243397 -099.46525592 
110   1 0.00  36.23 xxx
111  27.55039659 -099.46674463 
111  27.55402530 -099.46374580 
111  27.55418741 -099.46399537 
113  27.55055870 -099.46699420 
110   2 0.00   2.29 xxx
111  27.53341920 -099.46710808 
111  27.53615999 -099.46698447 
111  27.53621480 -099.46852992 
113  27.53347401 -099.46865353 
110   1 0.00  61.29 xxx
111  27.53409323 -099.46028420 
111  27.53580619 -099.45675720 
111  27.53604677 -099.45690580 
113  27.53433381 -099.46043280 
110   1 0.00  77.23 xxx
111  27.55365909 -099.46246550 
111  27.55426539 -099.45944812 
111  27.55453291 -099.45951650 
113  27.55392661 -099.46253388 
110   2 0.00 127.20 xxx
111  27.53371847 -099.47032942 
111  27.53255759 -099.46860467 
111  27.53343153 -099.46785658 
113  27.53459241 -099.46958133 
110   1 0.00 182.29 xxx
111  27.55592484 -099.46449294 
111  27.55345812 -099.46460420 
111  27.55344716 -099.46429506 
113  27.55591388 -099.46418380 
110   2 0.00   2.29 xxx
111  27.54292520 -099.46791989 
111  27.54511784 -099.46782100 
111  27.54512880 -099.46813011 
113  27.54293616 -099.46822900 
110   2 0.00 147.00 xxx
111  27.54417374 -099.46809592 
111  27.54279347 -099.46708498 
111  27.54309226 -099.46656608 
113  27.54447253 -099.46757702 
110   1 0.00  92.29 xxx
111  27.54477584 -099.45974253 
111  27.54471008 -099.45788783 
111  27.54498416 -099.45787547 
113  27.54504992 -099.45973017 
110   2 0.00  92.29 xxx
111  27.53754284 -099.46679147 
111  27.53747708 -099.46493689 
111  27.53775116 -099.46492453 
113  27.53781692 -099.46677911 
110   1 0.00  92.29 xxx
111  27.54362480 -099.46905877 
111  27.54358096 -099.46782231 
111  27.54440320 -099.46778523 
113  27.54444704 -099.46902169 
110   2 0.00   0.00 xxx
111  27.54311955 -099.46706496 
111  27.54394245 -099.46706496 
111  27.54394245 -099.46799304 
113  27.54311955 -099.46799304 
110   1 0.00 102.23 xxx
111  27.55389470 -099.46410010 
111  27.55363322 -099.46273944 
111  27.55390130 -099.46267390 
113  27.55416278 -099.46403456 
110   1 0.00  93.29 xxx
111  27.53218900 -099.46506418 
111  27.53212131 -099.46373625 
111  27.53231300 -099.46372382 
113  27.53238069 -099.46505175 
110   1 0.00   2.29 xxx
111  27.54765040 -099.46708798 
111  27.54847264 -099.46705089 
111  27.54848360 -099.46736002 
113  27.54766136 -099.46739711 
110   1 0.00 137.23 xxx
111  27.55650091 -099.46025971 
111  27.55589683 -099.45962941 
111  27.55608309 -099.45940229 
113  27.55668717 -099.46003259 
110   1 0.00  47.23 xxx
111  27.55571092 -099.46427864 
111  27.55626972 -099.46359727 
111  27.55647108 -099.46380736 
113  27.55591228 -099.46448873 
110   1 0.00  60.00 xxx
111  27.53905030 -099.45999823 
111  27.53932460 -099.45946242 
111  27.53979970 -099.45977177 
113  27.53952540 -099.46030758 
110   1 0.00   0.00 xxx
111  27.54493370 -099.46300863 
111  27.54548230 -099.46300863 
111  27.54548230 -099.46362737 
113  27.54493370 -099.46362737 
110   1 0.00   0.00 xxx
111  27.54314070 -099.46237564 
111  27.54368930 -099.46237564 
111  27.54368930 -099.46299436 
113  27.54314070 -099.46299436 
110   2 0.00   0.00 xxx
111  27.54414970 -099.46760338 
111  27.54469830 -099.46760338 
111  27.54469830 -099.46797462 
113  27.54414970 -099.46797462 
110   2 0.00 137.20 xxx
111  27.53522208 -099.45926966 
111  27.53481955 -099.45884931 
111  27.53500592 -099.45862234 
113  27.53540845 -099.45904269 
110   1 0.00  60.29 xxx
111  27.54831893 -099.46687404 
111  27.54859082 -099.46633663 
111  27.54882907 -099.46648996 
113  27.54855718 -099.46702737 
110   1 0.00 130.00 xxx
111  27.55420525 -099.46010644 
111  27.55385262 -099.45963243 
111  27.55406275 -099.45943356 
113  27.55441538 -099.45990757 
110   1 0.00 118.00 xxx
111  27.53330768 -099.46355674 
111  27.53305013 -099.46301049 
111  27.53329232 -099.46286526 
113  27.53354987 -099.46341151 
110   1 0.00  40.00 xxx
111  27.54834472 -099.46967737 
111  27.54876497 -099.46927964 
111  27.54894128 -099.46951663 
113  27.54852103 -099.46991436 
110   1 0.00  60.00 xxx
111  27.54860508 -099.46948958 
111  27.54887937 -099.46895373 
111  27.54911692 -099.46910842 
113  27.54884263 -099.46964427 
110   1 0.00   0.00 xxx
111  27.53569470 -099.45718933 
111  27.53624330 -099.45718933 
111  27.53624330 -099.45749867 
113  27.53569470 -099.45749867 
110   1 0.00 132.29 xxx
111  27.53467711 -099.46043090 
111  27.53430797 -099.45997324 
111  27.53451089 -099.45976510 
113  27.53488003 -099.46022276 
110   2 0.00  20.00 xxx
