1      328 0 1 KGFL FLOYD BENNETT MEM
100   45.72   1   0 0.00 0 2 0 01   43.33566900 -073.60868100    0.00    0.00 3  6 0 0 19   43.34938300 -073.60920000    0.00    0.00 3  0 0 0
100   30.48   1   0 0.00 0 2 0 12   43.34147500 -073.61906400    0.00    0.00 2  0 0 0 30   43.33764700 -073.60497200    0.00    0.00 2  0 0 0
21   43.33833974 -073.60930019  1 358.42   3.00 01  VASI
21   43.34759420 -073.60861407  1 178.42   3.00 19  VASI
10   43.33574200 -073.60769400 xxx  90.00   375 0.0 0.0    50 161161  1 0 0 0.00 0
10   43.34930700 -073.60855200 xxx  88.42   195 0.0 0.0    65 161161  1 0 0 0.00 0
10   43.33813300 -073.60484500 xxx 200.48   255 0.0 0.0    50 161161  1 0 0 0.00 0
10   43.34914700 -073.60891600 xxx  22.50    35 0.0 0.0    20 101101  1 0 0 0.00 0
10   43.34920100 -073.60885300 xxx  45.00    35 0.0 0.0    20 101101  1 0 0 0.00 0
10   43.34922600 -073.60878000 xxx  67.50    35 0.0 0.0    20 101101  1 0 0 0.00 0
10   43.34922800 -073.60840400 xxx 112.50    35 0.0 0.0    20 101101  1 0 0 0.00 0
10   43.34918300 -073.60834500 xxx 135.00    35 0.0 0.0    20 101101  1 0 0 0.00 0
10   43.34912600 -073.60830200 xxx 157.50    35 0.0 0.0    20 101101  1 0 0 0.00 0
10   43.34645600 -073.60722800 xxx 345.00  2210 0.0 0.0    66 161161  1 0 0 0.00 0
10   43.34399800 -073.60736300 xxx 299.00   870 0.0 0.0    66 161161  1 0 0 0.00 0
10   43.34247400 -073.60563100 xxx 358.50   750 0.0 0.0   145 101101  2 0 0 0.00 0
10   43.34091500 -073.60557300 xxx 358.50   385 0.0 0.0   145 101101  1 0 0 0.00 0
10   43.34080500 -073.60520100 xxx 358.50   300 0.0 0.0    66 101101  1 0 0 0.00 0
10   43.34034800 -073.60567900 xxx  54.00   175 0.0 0.0    80 101101  1 0 0 0.00 0
10   43.33948400 -073.60724100 xxx  54.00   875 0.0 0.0    60 101101  1 0 0 0.00 0
10   43.34182700 -073.60599600 xxx 358.50  1150 0.0 0.0    60 161161  1 0 0 0.00 0
10   43.33925300 -073.60529300 xxx 332.00   700 0.0 0.0    50 161161  1 0 0 0.00 0
10   43.33727900 -073.60528900 xxx 200.48   200 0.0 0.0    50 101101  1 0 0 0.00 0
10   43.33637700 -073.60622800 xxx 222.00   650 0.0 0.0    50 101101  1 0 0 0.00 0
10   43.34229000 -073.60667900 xxx 358.50   460 0.0 0.0   100 101101  1 0 0 0.00 0
10   43.34174500 -073.60628800 xxx 268.50    98 0.0 0.0    50 101101  1 0 0 0.00 0
10   43.34340300 -073.60615300 xxx 335.00   100 0.0 0.0    30 101101  1 0 0 0.00 0
14   43.34165900 -073.60509500    0 0 Tower Viewpoint
15   43.34194500 -073.60558200   0.00 Custom Startup Location
18   43.34166000 -073.61177200 1 BCN
19   43.33524100 -073.60951400 1 WS
19   43.34195600 -073.61921900 1 WS
19   43.34981100 -073.60836700 1 WS
19   43.33716600 -073.60481700 1 WS
50 11925 ASOS
51 12300 CTAF/UNICOM
55 12500 ALBANY APP/DEP
