1      238 0 0 KLZD Danielson
100   22.86   1   0 0.00 0 2 0 13   41.82157166 -071.90526777    0.00    0.00 2  0 0 0 31   41.81790972 -071.89665861    0.00    0.00 2  0 0 0
110   1 0.00   0.00 Main Taxiway
111  41.82154719 -071.90492723 
111  41.82167712 -071.90500194 
111  41.82178849 -071.90487742 
111  41.82176993 -071.90474044 
111  41.81946828 -071.89929866 
111  41.81930123 -071.89928621 
111  41.81926410 -071.89954771 
111  41.81906921 -071.89911187 
111  41.81926410 -071.89916168 
111  41.81931979 -071.89896244 
111  41.81830818 -071.89664626 
111  41.81817825 -071.89662135 
111  41.81811328 -071.89668362 
111  41.81807616 -071.89682059 
111  41.81796479 -071.89658399 
111  41.81814112 -071.89643456 
111  41.81828034 -071.89532628 
111  41.81831746 -071.89521421 
111  41.81839171 -071.89510214 
111  41.81852164 -071.89505233 
111  41.81856804 -071.89517685 
111  41.81841955 -071.89528893 
111  41.81828034 -071.89629759 
111  41.82188130 -071.90467818 
111  41.82188130 -071.90488987 
111  41.82180705 -071.90505176 
113  41.82163072 -071.90518873 
110   1 0.00   0.00 West Hangar
111  41.82103674 -071.90205068 
111  41.82099034 -071.90203823 
111  41.82086041 -071.90215030 
111  41.82085113 -071.90229973 
111  41.82073976 -071.90203823 
111  41.82088825 -071.90196351 
111  41.82091609 -071.90190125 
111  41.82086041 -071.90171446 
111  41.82075832 -071.90178918 
111  41.82070263 -071.90185144 
111  41.82073048 -071.90197597 
111  41.82058198 -071.90167710 
111  41.82065623 -071.90171446 
111  41.82070263 -071.90171446 
111  41.82083256 -071.90161484 
111  41.82082328 -071.90157748 
111  41.82144510 -071.90109183 
113  41.82163072 -071.90157748 
110   1 0.00   0.00 Main Ramp
111  41.81918058 -071.89841453 
111  41.81928267 -071.89850169 
111  41.81939404 -071.89846434 
111  41.81965390 -071.89826509 
111  41.82008082 -071.89883791 
111  41.82037780 -071.89960997 
111  41.81996945 -071.89997110 
113  41.81994160 -071.90019525 
130 Airport Boundary 11
111  41.82145438 -071.90627211 
111  41.82124092 -071.90577401 
111  41.82083256 -071.90449139 
111  41.81930123 -071.90085523 
111  41.81816897 -071.90030732 
111  41.81798335 -071.89821528 
111  41.81695318 -071.89584929 
111  41.81682324 -071.89495271 
111  41.81760283 -071.89440479 
111  41.81931979 -071.89462894 
111  41.81933835 -071.89517685 
111  41.81970030 -071.89587420 
111  41.81961678 -071.89705719 
111  41.81998801 -071.89811566 
111  41.82060054 -071.89883791 
111  41.82102746 -071.89989638 
111  41.82187202 -071.90165220 
111  41.82106459 -071.90226238 
111  41.82194626 -071.90449139 
113  41.82233606 -071.90613513 
18   41.82015239 -071.89896769 1 BCN
19   41.82194045 -071.90530320 1 WS
19   41.81754092 -071.89662323 1 WS
50 11912 AWOS 3
51 12300 CTAF/Unicom
