1       32 1 1 KEFD ELLINGTON FLD
100   45.72   2   0 0.25 1 3 0 17R  29.61833300 -095.16439400    0.00  304.80 3 10 1 0 35L  29.59358900 -095.16381900    0.00  304.80 3 10 1 0
100   45.72   2   0 0.25 0 0 0 04   29.59817500 -095.16298900    0.00  381.00 2  0 0 0 22   29.61403900 -095.14554700    0.00  309.07 3  0 0 0
100   22.86   2   0 0.25 0 0 0 17L  29.61846900 -095.15620800    0.00    0.00 2  0 0 0 35R  29.60579700 -095.15591700    0.00  609.60 2  0 0 0
21   29.59975507 -095.16189442  2  43.71   3.00 04  PAPI-4L
21   29.61559755 -095.16386595  2 178.84   3.00 17R PAPI-4L
21   29.61167178 -095.14750785  2 223.71   3.00 22  PAPI-4L
21   29.59645902 -095.16435006  2 358.84   3.00 35L PAPI-4L
10   29.60527230 -095.15584560 xxx 178.43   500 0.0 0.0    75 161161  1 0 0 0.25 0
10   29.59375760 -095.16512300 xxx  88.43  1000 0.0 0.0   120 161161  1 0 0 0.25 0
10   29.60626030 -095.16710660 xxx 178.43  7500 0.0 0.0   200 161161  2 0 0 0.25 0
10   29.60656550 -095.16150670 xxx  88.43  3600 0.0 0.0   100 161161  2 0 0 0.25 0
10   29.61342430 -095.16132350 xxx  43.40  5400 0.0 0.0   150 161161  2 0 0 0.25 0
10   29.61484910 -095.14472200 xxx  43.40  1100 0.0 0.0   150 101101  2 0 0 0.25 0
10   29.59872440 -095.16776280 xxx  88.43   500 0.0 0.0   100 161161  2 0 0 0.25 0
10   29.60002140 -095.16776280 xxx  88.43   500 0.0 0.0   100 161161  2 0 0 0.25 0
10   29.60131840 -095.16776280 xxx  88.43   500 0.0 0.0   100 161161  2 0 0 0.25 0
10   29.60260770 -095.16776280 xxx  88.43   500 0.0 0.0   100 161161  2 0 0 0.25 0
10   29.61047550 -095.15535740 xxx 133.43   600 0.0 0.0   150 161161  2 0 0 0.25 0
10   29.59340290 -095.16542050 xxx  88.43   700 0.0 0.0   200 161161  2 0 0 0.25 0
10   29.59481620 -095.16661070 xxx 178.43   900 0.0 0.0   120 161161  2 0 0 0.25 0
10   29.59241100 -095.16373440 xxx 178.43  1100 0.0 0.0   150 101101  2 0 0 0.25 0
10   29.61955830 -095.16450500 xxx 178.43  1100 0.0 0.0   150 101101  2 0 0 0.25 0
10   29.61705590 -095.16599270 xxx  54.00  1300 0.0 0.0   130 161161  2 0 0 0.25 0
10   29.59702490 -095.16419220 xxx  43.40  1300 0.0 0.0   150 161161  2 0 0 0.25 0
10   29.59683230 -095.16835780 xxx 178.43   700 0.0 0.0   900 161161  2 0 0 0.25 0
10   29.60082240 -095.16915130 xxx 178.43  2300 0.0 0.0   500 161161  2 0 0 0.25 0
10   29.60246850 -095.16390230 xxx 133.40  2700 0.0 0.0   150 161161  2 0 0 0.25 0
10   29.61316870 -095.15185550 xxx  55.00  3000 0.0 0.0   120 161161  2 0 0 0.25 0
10   29.61455730 -095.14715580 xxx 133.40  1000 0.0 0.0   150 161161  2 0 0 0.25 0
10   29.59582710 -095.16599270 xxx  88.43   400 0.0 0.0   150 161161  2 0 0 0.25 0
10   29.61015890 -095.16880040 xxx 178.43  4600 0.0 0.0   900 161161  2 0 0 0.25 0
18   29.60599103 -095.16245048 1 BCN
19   29.59830399 -095.16382906 1 WS
19   29.61868081 -095.15585940 1 WS
19   29.61875683 -095.16369377 1 WS
19   29.61390990 -095.14470683 1 WS
19   29.59316517 -095.16451905 1 WS
19   29.60558519 -095.15626555 1 WS
50 13557 ATIS
51 12295 UNICOM
53 12160 GND
54 12605 TWR
55 13445 HOUSTON APP DEP
