1       10 1 1 KHUM HOUMA TERREBONNE
100   45.72   2   0 0.25 0 0 0 18   29.57497200 -090.66025800    0.00    0.00 3  0 0 0 36   29.55707500 -090.66037500    0.00    0.00 2  0 0 0
100   60.96   2   0 0.25 0 2 0 12   29.57089700 -090.66690000    0.00    0.00 2  0 0 1 30   29.56294700 -090.65407500    0.00    0.00 2  0 0 1
21   29.57023711 -090.66489960  2 125.47   3.00 12  PAPI-4L
21   29.56360708 -090.65607516  2 305.48   3.00 30  PAPI-4L
110   2 0.00 125.47 Default taxiway for RWY 12
111  29.57067545 -090.66708152  53 102 
111  29.56955670 -090.66799814  53 102 
111  29.56160732 -090.65517205  53 102 
111  29.56272607 -090.65425550 
112  29.56304443 -090.65476917  29.56288342 -090.65451384  53 102 
111  29.56261536 -090.65473345  53 102 
112  29.56225795 -090.65502627  29.56198989 -090.65524588  53 102 
111  29.56214907 -090.65550271  53 102 
111  29.56572581 -090.66127366  53 102 
111  29.56662117 -090.66054010 
111  29.56678035 -090.66079693  53 102 
111  29.56588499 -090.66153049  53 102 
112  29.56946172 -090.66730145  29.56962091 -090.66755828  53 102 
111  29.56988897 -090.66733865  53 102 
112  29.57024638 -090.66704581  29.57051444 -090.66682618  53 102 
113  29.57035708 -090.66656785 
130 Airport Boundary 4
111  29.56833144 -090.67003470 
111  29.56590545 -090.66893081 
111  29.56464192 -090.66782693 
111  29.56299932 -090.66695544 
111  29.56216539 -090.66596775 
111  29.56097766 -090.66553201 
111  29.56019427 -090.66451527 
111  29.55968886 -090.66375998 
111  29.55824843 -090.66332424 
111  29.55653002 -090.66262705 
111  29.55594879 -090.66152316 
111  29.55493796 -090.66094217 
111  29.55448309 -090.66062262 
111  29.55453363 -090.65411551 
111  29.56337838 -090.64793831 
111  29.56469246 -090.64991368 
111  29.56651195 -090.65194715 
111  29.56835671 -090.65354488 
111  29.56967079 -090.65409683 
111  29.57140600 -090.65461976 
111  29.57269481 -090.65517175 
111  29.57807747 -090.65897759 
111  29.57991576 -090.65898263 
111  29.57990017 -090.67056564 
111  29.57674655 -090.66838058 
111  29.57265311 -090.66826052 
111  29.57312643 -090.66890884 
113  29.57162975 -090.67034953 
120 Default hold RWY 12 (near)
111  29.57022685 -090.66744907  54 
115  29.57006767 -090.66719223 
120 Default hold RWY 12 (centre)
111  29.56633175 -090.66116446  54 
115  29.56617257 -090.66090763 
120 Default hold RWY 12 (far)
111  29.56243665 -090.65487986  54 
115  29.56227747 -090.65462302 
19   29.57188552 -090.66686460 1 WS
19   29.57537993 -090.65954569 1 WS
19   29.56195848 -090.65411052 1 WS
19   29.55666707 -090.66108718 1 WS
50 12025 ATIS
51 12530 CTAF
51 12295 UNICOM
52 11835 CLNC DEL
53 12180 GND
54 12530 TWR
55 11890 NEW ORLEANS APP/DEP
