1      640 0 0 YURL URLAMPE
100   32.92   4   0 0.25 0 0 0 16  -22.45188062  137.71930567    0.00    0.00 0  0 0 0 34  -22.46250710  137.72305331    0.00    0.00 0  0 0 0
110   4 0.25   0.00 New Taxiway 47
111 -22.45416907  137.72019819 
111 -22.45395472  137.72071038 
112 -22.45411548  137.72093264 -22.45420480  137.72103895 
111 -22.45427625  137.72119357 
111 -22.46437469  137.72648769 
111 -22.46430985  137.72652277 
111 -22.45041422  137.71937553 
111 -22.45066738  137.71932417 
111 -22.45330236  137.72077878 
112 -22.45373853  137.72060452 -22.45390628  137.72052465 
113 -22.45400694  137.72011079 
14  -22.45297226  137.72033348    6 0 New Tower Viewpoint 39
15  -22.45379395  137.72082634 262.87 New Ramp Start 37
19  -22.45510687  137.72119357 0 New Windsock 38
