1     1510 0 0 YJUK Tjukurla
100   36.88   4   0 0.25 0 0 0 15  -24.36359900  128.73539750    0.00    0.00 0  0 0 0 33  -24.37801115  128.74449031    0.00    0.00 0  0 0 0
110   4 1.00   0.00 New Taxiway 38
111 -24.36388935  128.73569700 
111 -24.36364947  128.73601047 
111 -24.36377513  128.73609824 
111 -24.36350098  128.73657472 
111 -24.36314687  128.73632394 
112 -24.36254146  128.73601047 -24.36227874  128.73588508 
111 -24.36027975  128.73428011 
111 -24.35876052  128.73257482 
111 -24.35879479  128.73248705 
111 -24.36040540  128.73419233 
112 -24.36264956  128.73584500 -24.36282900  128.73594777 
112 -24.36312548  128.73594777 -24.36323470  128.73594777 
111 -24.36332833  128.73589638 
111 -24.36350777  128.73597346 
113 -24.36368721  128.73561376 
14  -24.36319367  128.73622891    6 0 New Tower Viewpoint 26
15  -24.36338018  128.73631666 225.00 New Ramp Start 25
19  -24.36347109  128.73579832 0 New Windsock 27
