1     1018 0 0 YBON BINDOON
100   32.92   1   0 0.25 0 0 0 4   -31.29505368  116.26644896    0.00    0.00 0  0 0 0 22  -31.29919756  116.26113765    0.00    0.00 0  0 0 0
110   1 0.25   0.00 New Taxiway 11
111 -31.29884225  116.26141855 
111 -31.29841052  116.26105015 
111 -31.29873432  116.26063964 
113 -31.29911209  116.26106067 
110   4 0.25   0.00 New Taxiway 10
111 -31.29381505  116.26734218 
111 -31.29848993  116.26134754 
111 -31.29856894  116.26122425 
111 -31.29816071  116.26080817 
111 -31.29863479  116.26023799 
111 -31.29900351  116.26070030 
111 -31.29997799  116.25960616 
112 -31.30012284  116.25991437 -31.30021503  116.26000683 
111 -31.30033354  116.26002224 
111 -31.30047840  116.26026881 
111 -31.29423645  116.26809729 
112 -31.29401258  116.26775826 -31.29395991  116.26775826 
114 -31.29386773  116.26761956 -31.29386773  116.26755792 
14  -31.29839254  116.26080805    6 0 New Tower Viewpoint 10
15  -31.29878829  116.26081858  89.24 New Ramp Start 8
19  -31.29984063  116.26100804 0 New Windsock 9
