1        1 0 0 WRKL Larantuka/Gewayentaka (DGAC)
100   22.86   1   0 0.40 0 0 0 10  -08.27375672  122.99809956    0.00   29.87 2  0 0 0 28  -08.27516328  123.00616044    0.00   29.87 2  0 0 0
110   1 0.00 190.00 Ramp
111 -08.27500406  122.99759236 
111 -08.27507450  122.99864306 
111 -08.27395546  122.99877790 
111 -08.27391895  122.99852990 
111 -08.27445695  122.99843642 
112 -08.27449801  122.99837237 -08.27448919  122.99831888 
113 -08.27447100  122.99767707 
14  -08.27436078  122.99915565    5 0 Viewpoint
19  -08.27483153  123.00598325 0 Windsock
19  -08.27401464  122.99817628 0 Windsock
