1      492 1 0 VTPY Tak Sam Ngao - Khuan Phumiphon Dam
100   29.87   1   0 0.25 0 0 1 05   17.22961400  099.05268600   96.01   67.06 2  0 0 0 23   17.23880800  099.06313900   99.06   67.06 2  0 0 0
10   17.23497200  099.05738800 xxx  47.36  2800 0.0 0.0    50 101101  1 0 0 0.35 0
10   17.23687700  099.05905900 xxx  47.36  1000 0.0 0.0   200 101101  1 0 0 0.35 0
10   17.23900600  099.06337000 xxx  47.35   201 0.0 0.0   180 101101  1 0 0 0.25 0
10   17.22941400  099.05246000 xxx  47.35   201 0.0 0.0   180 101101  1 0 0 0.25 0
10   17.23211300  099.05478700 xxx 137.36   280 0.0 0.0    50 101101  1 0 0 0.35 0
10   17.23722600  099.06057700 xxx 137.36   280 0.0 0.0    50 101101  1 0 0 0.35 0
10   17.23556300  099.05870100 xxx 137.36   280 0.0 0.0    50 101101  1 0 0 0.35 0
10   17.23592200  099.05804400 xxx 160.00   215 0.0 0.0   100 101101  1 0 0 0.25 0
14   17.23579200  099.05767100    6 0 ATC Tower
15   17.23652100  099.05850200 100.00 LOC
19   17.23841300  099.06352200 0 WS
53 12230 GND
54 12230 TWR
