110   1 0.00  90.00 Shoulder1S09L
111  51.47727575 -000.47439200 
111  51.47730200 -000.47439200 
111  51.47726227 -000.48520267 
113  51.47725646 -000.48519030 
110   1 0.00  90.00 Shoulder2S09L
111  51.47725800 -000.43326600 
111  51.47745300 -000.43326600 
111  51.47730200 -000.47439200 
113  51.47712800 -000.47439200 
110   1 0.00  90.00 Shoulder1N09L
111  51.47780200 -000.48962300 
111  51.47769347 -000.48962300 
111  51.47774700 -000.47434200 
113  51.47784737 -000.47434200 
110   1 0.00  90.00 Shoulder2N09L
111  51.47796592 -000.47434200 
111  51.47774700 -000.47434200 
111  51.47789600 -000.43326500 
113  51.47806737 -000.43326500 
110   1 0.00  90.00 ShoulderN09R
111  51.46515300 -000.48694400 
111  51.46499596 -000.48694400 
111  51.46517457 -000.43403849 
113  51.46529472 -000.43403849 
110   1 0.00  90.00 ShoulderS09R
111  51.46444000 -000.43524800 
111  51.46472700 -000.43524800 
111  51.46459200 -000.47643900 
113  51.46435700 -000.47643900 
110   1 0.00  90.00 Shoulder09RS2
111  51.46443700 -000.48753400 
111  51.46446600 -000.47643900 
111  51.46459200 -000.47643900 
113  51.46459200 -000.48753400 
110   1 0.00   0.00 New Taxiway 15
111  51.45810100 -000.45520700 
111  51.45810100 -000.45401400 
111  51.46000300 -000.45401400 
113  51.46000300 -000.45520700 
110   1 0.00  55.00 New Taxiway 17
111  51.46005300 -000.45492400   3 
111  51.46047200 -000.45396100 
111  51.46088100 -000.45447400   3 
113  51.46049200 -000.45538400   3 
110   2 0.00   0.00 Royal Suite
111  51.46306600 -000.45684100 
111  51.46280108 -000.45684110 
111  51.46241418 -000.45667643 
113  51.46241500 -000.45612200 
130 EGLL Boundary
111  51.47871285 -000.49275643 
111  51.47839722 -000.49403633 
111  51.47774938 -000.49484563 
111  51.47624355 -000.49543441 
111  51.47491151 -000.49539345 
111  51.47374347 -000.49484732 
111  51.47301310 -000.49406768 
111  51.47245790 -000.49337856 
111  51.47189686 -000.49261944 
111  51.47112634 -000.49198972 
111  51.47017710 -000.49158359 
111  51.46931256 -000.49146654 
111  51.46771415 -000.49157975 
111  51.46657411 -000.49177724 
111  51.46508039 -000.49234261 
111  51.46421173 -000.49240802 
111  51.46364673 -000.49181784 
111  51.46338583 -000.49083448 
111  51.46330834 -000.48991523 
111  51.46326144 -000.48956311 
111  51.46300290 -000.48938084 
111  51.46258082 -000.48933753 
111  51.46222775 -000.48905446 
111  51.46188167 -000.48850470 
111  51.46165680 -000.48760293 
111  51.46150985 -000.48667490 
111  51.46144563 -000.48548897 
111  51.46143914 -000.47800846 
111  51.46114212 -000.47733827 
111  51.46065270 -000.47670513 
111  51.45949661 -000.47540965 
111  51.45901777 -000.47470857 
111  51.45852267 -000.47311568 
111  51.45813603 -000.47087634 
111  51.45784234 -000.46861213 
111  51.45768810 -000.46684519 
111  51.45744089 -000.46410859 
111  51.45734861 -000.46276433 
111  51.45719436 -000.46139520 
111  51.45668377 -000.45960339 
